file_name,dataset_number,dataset_name,source_id,cell_unid,retina_id,animal_id,side,fr_per_current_mean,fr_per_current_sem,inj_current,n_epochs_per_current,stim_time_s,cell_name,cell_type,cc_quality,extra_mp,orientation,feeding_condition,cell_number,x,y,quadrant
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,0,0,-300,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,0,0,-224,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,0,0,-167,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,0,0,-125,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,0,0,-93,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,0,0,-70,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,0,0,-52,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,0,0,-39,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,0.666666666666667,0.816496580927726,-29,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,0,0,-22,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,0,0,-16,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,0,0,-12,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,0,0,-9,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,0,0,-7,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,0,0,-5,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,1.33333333333333,0.816496580927726,5,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,1.33333333333333,0.816496580927726,7,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,1.33333333333333,0.816496580927726,9,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,2,0,12,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,0,0,16,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,2,1.41421356237309,22,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,4,1.41421356237309,29,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,6,0,39,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,6.66666666666667,1.63299316185545,52,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,8.66666666666667,2.16024689946929,70,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,13.3333333333333,0.816496580927726,93,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,17.3333333333333,2.16024689946929,125,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,24,1.41421356237309,167,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,22,2.44948974278318,224,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,1,MultiPulse_Whole_cell_Voltage_clamp,6,10975,1,4273,Left,22.6666666666667,0.816496580927726,300,3,0.5,012926Ac12,OFF transient alpha,high,F,ventral down,chow,12,-1764,-664,VT
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,0,0,-300,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,0,0,-224,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,0,0,-167,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,0,0,-125,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,0,0,-93,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,0,0,-70,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,0,0,-52,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,1.33333333333333,1.63299316185545,-39,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,2.66666666666667,2.16024689946929,-29,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,2,0,-22,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,2.66666666666667,0.816496580927726,-16,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,8,1.41421356237309,-12,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,7.33333333333333,5.71547606649408,-9,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,10,1.41421356237309,-7,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,14,2.44948974278318,-5,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,16,2.44948974278318,5,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,16,2.82842712474619,7,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,17.3333333333333,0.816496580927726,9,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,18.6666666666667,2.16024689946929,12,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,21.3333333333333,2.94392028877595,16,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,22,2.44948974278318,22,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,21.3333333333333,9.62635271879577,29,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,30,5.65685424949238,39,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,27.3333333333333,10.7082522694727,52,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,23.3333333333333,14.1656862405839,70,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,6.66666666666667,4.32049379893857,93,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,13.3333333333333,4.32049379893857,125,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,10,1.41421356237309,167,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,7.33333333333333,2.16024689946929,224,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,2,MultiPulse_Whole_cell_Voltage_clamp,15,10984,1,4273,Left,6.66666666666667,0.816496580927726,300,3,0.5,012926Ac6,OFF sustained alpha,high,F,ventral down,chow,6,862,11,DN
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,0,0,-300,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,0,0,-224,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,0,0,-167,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,0,0,-125,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,0,0,-93,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,1,1.4142135623731,-70,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,0,0,-52,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,0,0,-39,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,0,0,-29,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,0,0,-22,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,0,0,-16,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,4,0,-12,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,4,2.82842712474619,-9,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,5,1.4142135623731,-7,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,12,2.82842712474619,-5,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,20,2.82842712474619,5,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,24,0,7,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,23,1.4142135623731,9,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,27,1.4142135623731,12,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,33,4.24264068711928,16,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,41,4.24264068711928,22,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,48,2.82842712474619,29,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,55,1.4142135623731,39,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,56,14.142135623731,52,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,59,32.5269119345812,70,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,30,11.3137084989848,93,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,21,4.24264068711928,125,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,19,1.4142135623731,167,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,18,2.82842712474619,224,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926A,3,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,1,4273,Left,19,4.24264068711928,300,2,0.5,012926Ac14,OFF vertical OS - asymmetric,high,F,ventral down,chow,14,-1742,-619,VT
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,0,0,-300,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,0,0,-224,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,0,0,-167,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,2.66666666666667,3.2659863237109,-125,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,2,2.44948974278318,-93,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,4.66666666666667,2.16024689946929,-70,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,9.33333333333333,2.94392028877595,-52,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,9.33333333333333,2.94392028877595,-39,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,14.6666666666667,10.9848380355227,-29,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,16,6.16441400296898,-22,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,17.3333333333333,2.16024689946929,-16,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,15.3333333333333,3.55902608401044,-12,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,22.6666666666667,10.4243305140746,-9,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,15.3333333333333,0.816496580927726,-7,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,22.6666666666667,2.16024689946929,-5,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,15.3333333333333,4.32049379893857,5,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,20.6666666666667,10.9848380355227,7,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,20.6666666666667,4.54606056566195,9,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,17.3333333333333,2.16024689946929,12,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,24.6666666666667,5.71547606649408,16,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,26,4.24264068711928,22,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,22,4.24264068711928,29,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,25.3333333333333,3.2659863237109,39,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,33.3333333333333,5.71547606649408,52,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,30.6666666666667,3.55902608401044,70,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,42.6666666666667,6.68331255192114,93,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,46,1.41421356237309,125,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,54.6666666666667,0.816496580927726,167,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,55.3333333333333,21.7408984788271,224,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,4,MultiPulse_Whole_cell_CC,3,11003,1,4273,Right,56,23.5372045918796,300,3,0.5,012926Bc2,ON vertical OS large RF,high,F,ventral down,chow,2,-571,346,DN
012926B,5,MultiPulse_Whole_cell_CC,5,11006,1,4273,Right,0,0,-300,3,0.5,012926Bc5,ON OS large RF - orientation unknown,high,F,ventral down,chow,5,-502,380,DN
012926B,5,MultiPulse_Whole_cell_CC,5,11006,1,4273,Right,0,0,-224,3,0.5,012926Bc5,ON OS large RF - orientation unknown,high,F,ventral down,chow,5,-502,380,DN
012926B,5,MultiPulse_Whole_cell_CC,5,11006,1,4273,Right,0,0,-167,3,0.5,012926Bc5,ON OS large RF - orientation unknown,high,F,ventral down,chow,5,-502,380,DN
012926B,5,MultiPulse_Whole_cell_CC,5,11006,1,4273,Right,0,0,-125,3,0.5,012926Bc5,ON OS large RF - orientation unknown,high,F,ventral down,chow,5,-502,380,DN
012926B,5,MultiPulse_Whole_cell_CC,5,11006,1,4273,Right,0,0,-93,3,0.5,012926Bc5,ON OS large RF - orientation unknown,high,F,ventral down,chow,5,-502,380,DN
012926B,5,MultiPulse_Whole_cell_CC,5,11006,1,4273,Right,0,0,-70,3,0.5,012926Bc5,ON OS large RF - orientation unknown,high,F,ventral down,chow,5,-502,380,DN
012926B,5,MultiPulse_Whole_cell_CC,5,11006,1,4273,Right,0,0,-52,3,0.5,012926Bc5,ON OS large RF - orientation unknown,high,F,ventral down,chow,5,-502,380,DN
012926B,5,MultiPulse_Whole_cell_CC,5,11006,1,4273,Right,0,0,-39,3,0.5,012926Bc5,ON OS large RF - orientation unknown,high,F,ventral down,chow,5,-502,380,DN
012926B,5,MultiPulse_Whole_cell_CC,5,11006,1,4273,Right,0,0,-29,3,0.5,012926Bc5,ON OS large RF - orientation unknown,high,F,ventral down,chow,5,-502,380,DN
012926B,5,MultiPulse_Whole_cell_CC,5,11006,1,4273,Right,0,0,-22,3,0.5,012926Bc5,ON OS large RF - orientation unknown,high,F,ventral down,chow,5,-502,380,DN
012926B,5,MultiPulse_Whole_cell_CC,5,11006,1,4273,Right,0,0,-16,3,0.5,012926Bc5,ON OS large RF - orientation unknown,high,F,ventral down,chow,5,-502,380,DN
012926B,5,MultiPulse_Whole_cell_CC,5,11006,1,4273,Right,0,0,-12,3,0.5,012926Bc5,ON OS large RF - orientation unknown,high,F,ventral down,chow,5,-502,380,DN
012926B,5,MultiPulse_Whole_cell_CC,5,11006,1,4273,Right,0,0,-9,3,0.5,012926Bc5,ON OS large RF - orientation unknown,high,F,ventral down,chow,5,-502,380,DN
012926B,5,MultiPulse_Whole_cell_CC,5,11006,1,4273,Right,0,0,-7,3,0.5,012926Bc5,ON OS large RF - orientation unknown,high,F,ventral down,chow,5,-502,380,DN
012926B,5,MultiPulse_Whole_cell_CC,5,11006,1,4273,Right,0,0,-5,3,0.5,012926Bc5,ON OS large RF - orientation unknown,high,F,ventral down,chow,5,-502,380,DN
012926B,5,MultiPulse_Whole_cell_CC,5,11006,1,4273,Right,0,0,5,3,0.5,012926Bc5,ON OS large RF - orientation unknown,high,F,ventral down,chow,5,-502,380,DN
012926B,5,MultiPulse_Whole_cell_CC,5,11006,1,4273,Right,0,0,7,3,0.5,012926Bc5,ON OS large RF - orientation unknown,high,F,ventral down,chow,5,-502,380,DN
012926B,5,MultiPulse_Whole_cell_CC,5,11006,1,4273,Right,0,0,9,3,0.5,012926Bc5,ON OS large RF - orientation unknown,high,F,ventral down,chow,5,-502,380,DN
