file_name,dataset_number,dataset_name,source_id,cell_unid,retina_id,animal_id,side,fr_per_current_mean,fr_per_current_sem,inj_current,n_epochs_per_current,stim_time_s,cell_name,cell_type,cc_quality,extra_mp,orientation,feeding_condition,cell_number,x,y,quadrant
020326A,10,MultiPulse_Whole_cell_Voltage_clamp,4,11060,1,4276,Left,8.66666666666667,7.08048962525427,-7,6,0.5,020326Ac11,ON alpha,high,F,ventral down,HFD,11,-857,379,DT
020326A,10,MultiPulse_Whole_cell_Voltage_clamp,4,11060,1,4276,Left,7,6.08604962188118,-5,6,0.5,020326Ac11,ON alpha,high,F,ventral down,HFD,11,-857,379,DT
020326A,10,MultiPulse_Whole_cell_Voltage_clamp,4,11060,1,4276,Left,10.3333333333333,7.02946180965039,5,6,0.5,020326Ac11,ON alpha,high,F,ventral down,HFD,11,-857,379,DT
020326A,10,MultiPulse_Whole_cell_Voltage_clamp,4,11060,1,4276,Left,7.33333333333333,5.08068236886871,7,6,0.5,020326Ac11,ON alpha,high,F,ventral down,HFD,11,-857,379,DT
020326A,10,MultiPulse_Whole_cell_Voltage_clamp,4,11060,1,4276,Left,11.6666666666667,7.09741737065908,10,6,0.5,020326Ac11,ON alpha,high,F,ventral down,HFD,11,-857,379,DT
020326A,10,MultiPulse_Whole_cell_Voltage_clamp,4,11060,1,4276,Left,8.66666666666667,3.47179108434441,13,6,0.5,020326Ac11,ON alpha,high,F,ventral down,HFD,11,-857,379,DT
020326A,10,MultiPulse_Whole_cell_Voltage_clamp,4,11060,1,4276,Left,12,7.63151361133557,19,6,0.5,020326Ac11,ON alpha,high,F,ventral down,HFD,11,-857,379,DT
020326A,10,MultiPulse_Whole_cell_Voltage_clamp,4,11060,1,4276,Left,15,7.43505211817644,26,6,0.5,020326Ac11,ON alpha,high,F,ventral down,HFD,11,-857,379,DT
020326A,10,MultiPulse_Whole_cell_Voltage_clamp,4,11060,1,4276,Left,17,6.11228271597445,36,6,0.5,020326Ac11,ON alpha,high,F,ventral down,HFD,11,-857,379,DT
020326A,10,MultiPulse_Whole_cell_Voltage_clamp,4,11060,1,4276,Left,24.6666666666667,7.32484357057086,50,6,0.5,020326Ac11,ON alpha,high,F,ventral down,HFD,11,-857,379,DT
020326A,10,MultiPulse_Whole_cell_Voltage_clamp,4,11060,1,4276,Left,30,2.93938769133981,69,6,0.5,020326Ac11,ON alpha,high,F,ventral down,HFD,11,-857,379,DT
020326A,10,MultiPulse_Whole_cell_Voltage_clamp,4,11060,1,4276,Left,37.6666666666667,2.49265587944532,97,6,0.5,020326Ac11,ON alpha,high,F,ventral down,HFD,11,-857,379,DT
020326A,10,MultiPulse_Whole_cell_Voltage_clamp,4,11060,1,4276,Left,54.6666666666667,5.29653975094432,134,6,0.5,020326Ac11,ON alpha,high,F,ventral down,HFD,11,-857,379,DT
020326A,10,MultiPulse_Whole_cell_Voltage_clamp,4,11060,1,4276,Left,75.3333333333333,5.73178273605458,186,6,0.5,020326Ac11,ON alpha,high,F,ventral down,HFD,11,-857,379,DT
020326A,10,MultiPulse_Whole_cell_Voltage_clamp,4,11060,1,4276,Left,98,1.95959179422654,259,6,0.5,020326Ac11,ON alpha,high,F,ventral down,HFD,11,-857,379,DT
020326A,10,MultiPulse_Whole_cell_Voltage_clamp,4,11060,1,4276,Left,130.333333333333,2.22111083319436,360,6,0.5,020326Ac11,ON alpha,high,F,ventral down,HFD,11,-857,379,DT
020326A,10,MultiPulse_Whole_cell_Voltage_clamp,4,11060,1,4276,Left,165,4.65617869072913,500,6,0.5,020326Ac11,ON alpha,high,F,ventral down,HFD,11,-857,379,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,0,0,-500,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,0,0,-360,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,0,0,-259,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,0,0,-186,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,0,0,-134,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,0,0,-97,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,0,0,-69,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,0,0,-50,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,2,2.44948974278318,-36,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,0.666666666666667,0.816496580927726,-26,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,0,0,-19,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,0,0,-13,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,0.666666666666667,0.816496580927726,-10,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,0,0,-7,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,2,2.44948974278318,-5,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,0.666666666666667,0.816496580927726,5,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,0.666666666666667,0.816496580927726,7,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,0,0,10,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,1.33333333333333,1.63299316185545,13,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,3.33333333333333,2.16024689946929,19,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,2.66666666666667,3.2659863237109,26,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,6.66666666666667,5.71547606649408,36,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,6,6.16441400296898,50,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,6.66666666666667,3.2659863237109,69,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,14.6666666666667,0.816496580927726,97,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,26,1.41421356237309,134,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,38.6666666666667,2.16024689946929,186,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,62,2.82842712474619,259,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,82.6666666666667,4.32049379893857,360,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,11,MultiPulse_Whole_cell_Voltage_clamp,5,11066,1,4276,Left,122,4.24264068711928,500,3,0.5,020326Ac17,ON alpha,high,F,ventral down,HFD,17,-465,283,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,-300,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,-224,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,-167,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,-125,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,-93,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,-70,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,-52,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,-39,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,-29,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,-22,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,-16,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,-12,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,-9,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,-7,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,-5,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,5,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,7,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,9,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,12,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,16,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,22,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,29,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,39,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,52,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,70,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,93,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,0,0,125,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,5.33333333333333,2.94392028877595,167,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,18.6666666666667,0.816496580927726,224,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,12,MultiPulse_Whole_cell_Voltage_clamp,15,11068,1,4276,Left,42,0,300,3,0.5,020326Ac19,ON transient medium RF,high,F,ventral down,HFD,19,-514,321,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,-300,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,-224,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,-167,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,-125,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,-93,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,-70,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,-52,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,-39,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,-29,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,-22,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,-16,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,-12,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,-9,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,-7,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,-5,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,5,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,7,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,9,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,12,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,16,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,22,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,29,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,0,0,39,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,1.33333333333333,1.63299316185545,52,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,6.66666666666667,4.32049379893857,70,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,14,2.44948974278318,93,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,28,3.74165738677394,125,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,38,4.24264068711928,167,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,42,10.1980390271856,224,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,13,MultiPulse_Whole_cell_Voltage_clamp,16,11077,1,4276,Left,42,5.65685424949238,300,3,0.5,020326Ac9,ON transient medium RF,high,F,ventral down,HFD,9,-932,592,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,0,0,-500,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,0,0,-360,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,0,0,-259,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,0,0,-186,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,0,0,-134,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,0,0,-97,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,0,0,-69,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,0.666666666666667,0.816496580927726,-50,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,1.33333333333333,0.816496580927726,-36,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,0.666666666666667,0.816496580927726,-26,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,2.66666666666667,0.816496580927726,-19,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,2.66666666666667,0.816496580927726,-13,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,2,1.41421356237309,-10,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,2,1.41421356237309,-7,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,4.66666666666667,0.816496580927726,-5,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,7.33333333333333,2.16024689946929,5,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,4.66666666666667,2.16024689946929,7,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,7.33333333333333,0.816496580927726,10,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,7.33333333333333,0.816496580927726,13,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,8,1.41421356237309,19,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,10,1.41421356237309,26,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,11.3333333333333,2.16024689946929,36,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,14.6666666666667,2.16024689946929,50,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,16.6666666666667,2.16024689946929,69,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,23.3333333333333,0.816496580927726,97,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,29.3333333333333,2.94392028877595,134,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,41.3333333333333,4.08248290463863,186,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,56.6666666666667,3.55902608401044,259,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,64.6666666666667,9.41629792788369,360,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,14,MultiPulse_Whole_cell_Voltage_clamp,18,11065,1,4276,Left,50.6666666666667,4.32049379893857,500,3,0.5,020326Ac16,OFF transient alpha,high,F,ventral down,HFD,16,-523,288,DT
020326A,15,MultiPulse_Whole_cell_Voltage_clamp,19,11076,1,4276,Left,0,0,-300,3,0.5,020326Ac8,HD1,high,F,ventral down,HFD,8,-625,564,DT
020326A,15,MultiPulse_Whole_cell_Voltage_clamp,19,11076,1,4276,Left,0,0,-224,3,0.5,020326Ac8,HD1,high,F,ventral down,HFD,8,-625,564,DT
020326A,15,MultiPulse_Whole_cell_Voltage_clamp,19,11076,1,4276,Left,0,0,-167,3,0.5,020326Ac8,HD1,high,F,ventral down,HFD,8,-625,564,DT
020326A,15,MultiPulse_Whole_cell_Voltage_clamp,19,11076,1,4276,Left,0,0,-125,3,0.5,020326Ac8,HD1,high,F,ventral down,HFD,8,-625,564,DT
020326A,15,MultiPulse_Whole_cell_Voltage_clamp,19,11076,1,4276,Left,0,0,-93,3,0.5,020326Ac8,HD1,high,F,ventral down,HFD,8,-625,564,DT
020326A,15,MultiPulse_Whole_cell_Voltage_clamp,19,11076,1,4276,Left,0,0,-70,3,0.5,020326Ac8,HD1,high,F,ventral down,HFD,8,-625,564,DT
