file_name,dataset_number,dataset_name,source_id,cell_unid,retina_id,animal_id,side,charge_stim_mean,charge_stim_sem,charge_tail_mean,charge_tail_sem,holding_current_mean,holding_voltage,mean_traces,n_epochs_per_size,peak_stim_mean,peak_stim_sem,peak_tail_mean,peak_tail_sem,pre_time_ms,sample_rate,spot_sizes,stim_time_ms,tail_time_ms,cell_name,cell_type,orientation,cell_number,x,y,quadrant
031120A,4,SpotsMultiSize_PreDrug_-60mV,2,4243,1,2410,Left,-134.097010416663,18.6332310593584,4.71449999999995,1.49835113427464,-8.43823,-60,-5.41666666666667,3,-409.2815625,40.9531477768202,-202.927395833333,22.6230793168833,500,10000,82,1000,1000,031120Ac2,ON alpha,ventral down,2,1682,251,DN
031120A,4,SpotsMultiSize_PreDrug_-60mV,2,4243,1,2410,Left,-191.950864583336,12.765820729022,8.02134374999992,4.56826721174109,-8.43823,-60,-12.5,3,-577.862020833333,70.2475631874173,-248.2786875,40.347946629062,500,10000,115,1000,1000,031120Ac2,ON alpha,ventral down,2,1682,251,DN
031120A,4,SpotsMultiSize_PreDrug_-60mV,2,4243,1,2410,Left,-326.003604166664,21.3472857158525,9.16036458333329,9.43786839860241,-8.43823,-60,1.66666666666667,3,-836.717,127.871719118568,-431.300333333333,27.3628418029964,500,10000,160,1000,1000,031120Ac2,ON alpha,ventral down,2,1682,251,DN
031120A,4,SpotsMultiSize_PreDrug_-60mV,2,4243,1,2410,Left,-493.425604166658,21.3624914664017,17.5876145833329,6.21474255210382,-8.43823,-60,-7.39583333333333,3,-1336.71010416667,61.7814528235374,-573.7934375,27.4702782608142,500,10000,224,1000,1000,031120Ac2,ON alpha,ventral down,2,1682,251,DN
031120A,4,SpotsMultiSize_PreDrug_-60mV,2,4243,1,2410,Left,-612.04653124999,20.5310163204687,21.5967187500001,4.32397176468283,-8.43823,-60,3.75,3,-1748.94985416667,179.29170410595,-735.0956875,10.841858103063,500,10000,314,1000,1000,031120Ac2,ON alpha,ventral down,2,1682,251,DN
031120A,4,SpotsMultiSize_PreDrug_-60mV,2,4243,1,2410,Left,-668.815572916655,12.8275268384574,24.7270937499985,8.37052920220637,-8.43823,-60,-21.25,3,-2103.3945625,154.62962332539,-761.8320625,8.16795075386588,500,10000,439,1000,1000,031120Ac2,ON alpha,ventral down,2,1682,251,DN
031120A,4,SpotsMultiSize_PreDrug_-60mV,2,4243,1,2410,Left,-637.788906249997,37.8497044443626,22.0632291666665,8.59489164309922,-8.43823,-60,-2.70833333333333,3,-2323.6053125,306.462817913986,-711.209479166667,64.1844978665832,500,10000,614,1000,1000,031120Ac2,ON alpha,ventral down,2,1682,251,DN
031120A,4,SpotsMultiSize_PreDrug_-60mV,2,4243,1,2410,Left,-523.865739583328,17.3390010111986,26.0918645833339,3.78334496887026,-8.43823,-60,-14.2708333333333,3,-1945.4521875,66.6058181022083,-566.181354166667,22.6807118342711,500,10000,858,1000,1000,031120Ac2,ON alpha,ventral down,2,1682,251,DN
031120A,4,SpotsMultiSize_PreDrug_-60mV,2,4243,1,2410,Left,-467.074354166662,15.6306594347,25.6335729166667,5.75516153535345,-8.43823,-60,-13.75,3,-1937.87641666667,220.016539709813,-464.543083333333,17.1228702992754,500,10000,1200,1000,1000,031120Ac2,ON alpha,ventral down,2,1682,251,DN
031120A,5,SpotsMultiSize_PreDrug_-60mV,4,4245,1,2410,Left,-80.5427083333337,0.438443077861272,-11.8533416666666,2.05183300294603,-155.605,-60,-132.291666666667,3,-328.305908333333,10.3738184250716,-196.472575,11.1653099005217,500,10000,30,1000,1000,031120Ac1,ON alpha,ventral down,1,957,-345,VN
031120A,5,SpotsMultiSize_PreDrug_-60mV,4,4245,1,2410,Left,-135.166162500004,6.04387519700281,-7.87275833333351,1.96708442331884,-155.605,-60,-136.291666666667,3,-403.359991666667,36.3043416723999,-294.068325,75.5241027324204,500,10000,42,1000,1000,031120Ac1,ON alpha,ventral down,1,957,-345,VN
031120A,5,SpotsMultiSize_PreDrug_-60mV,4,4245,1,2410,Left,-211.126124999998,8.01873222620598,-14.8972083333335,7.50838964967584,-155.605,-60,-146.708333333333,3,-565.236216666667,14.9994099057922,-320.152883333333,22.6682155786903,500,10000,59,1000,1000,031120Ac1,ON alpha,ventral down,1,957,-345,VN
031120A,5,SpotsMultiSize_PreDrug_-60mV,4,4245,1,2410,Left,-338.702620833331,16.4818003941209,8.69559166666716,6.74627491755419,-155.605,-60,-164.75,3,-743.712933333333,36.2782557057312,-506.421266666667,17.2149635905922,500,10000,82,1000,1000,031120Ac1,ON alpha,ventral down,1,957,-345,VN
031120A,5,SpotsMultiSize_PreDrug_-60mV,4,4245,1,2410,Left,-485.329837499998,11.2262474969808,-0.0219583333330607,3.78034728266083,-155.605,-60,-140.958333333333,3,-1081.78294166667,37.9922152379658,-728.157941666667,41.2166487895112,500,10000,115,1000,1000,031120Ac1,ON alpha,ventral down,1,957,-345,VN
031120A,5,SpotsMultiSize_PreDrug_-60mV,4,4245,1,2410,Left,-647.43868333335,24.02107451028,18.1370708333326,4.86439114635168,-155.605,-60,-142.583333333333,3,-1490.408325,66.9365304847528,-786.366658333333,88.9670994420292,500,10000,160,1000,1000,031120Ac1,ON alpha,ventral down,1,957,-345,VN
031120A,5,SpotsMultiSize_PreDrug_-60mV,4,4245,1,2410,Left,-855.549854166646,25.9241935181895,42.4679250000001,5.39599933465727,-155.605,-60,-158.541666666667,3,-2147.08039166667,25.3940702800521,-1000.163725,2.40568882475737,500,10000,224,1000,1000,031120Ac1,ON alpha,ventral down,1,957,-345,VN
031120A,5,SpotsMultiSize_PreDrug_-60mV,4,4245,1,2410,Left,-1012.962425,15.3102102976224,39.5772750000016,13.918036228401,-155.605,-60,-164.416666666667,3,-2376.45175833333,46.5792129576069,-1183.118425,34.3298026131587,500,10000,314,1000,1000,031120Ac1,ON alpha,ventral down,1,957,-345,VN
031120A,5,SpotsMultiSize_PreDrug_-60mV,4,4245,1,2410,Left,-1074.16760416668,27.0338668599765,55.9881416666685,5.29304119211044,-155.605,-60,-165.25,3,-2567.03065833333,79.6422665883303,-1156.697325,37.2979907053985,500,10000,439,1000,1000,031120Ac1,ON alpha,ventral down,1,957,-345,VN
031120A,5,SpotsMultiSize_PreDrug_-60mV,4,4245,1,2410,Left,-1007.50242916665,52.6555151197403,30.6549249999993,7.50752980790322,-155.605,-60,-145.791666666667,3,-2584.783925,147.08552650958,-1184.36725833333,108.514429492485,500,10000,614,1000,1000,031120Ac1,ON alpha,ventral down,1,957,-345,VN
031120A,5,SpotsMultiSize_PreDrug_-60mV,4,4245,1,2410,Left,-919.654341666655,23.1270648909646,46.9740916666666,2.08263819833888,-155.605,-60,-135.041666666667,3,-2546.03733333333,86.2824007946261,-1104.37066666667,47.5441261422952,500,10000,858,1000,1000,031120Ac1,ON alpha,ventral down,1,957,-345,VN
031120A,5,SpotsMultiSize_PreDrug_-60mV,4,4245,1,2410,Left,-853.363775000016,7.2896507872907,32.519950000001,3.26765604123689,-155.605,-60,-122.875,3,-2481.55105833333,48.919524420663,-993.259391666667,48.3996435696468,500,10000,1200,1000,1000,031120Ac1,ON alpha,ventral down,1,957,-345,VN
033022B,6,SpotsMultiSize_-60mV_0mean_8,2,1999,1,1234,Right,-3.35108589785391,1.98647325722856,-5.41602190209147,3.56422832269603,-72.0843,-60,-71.5777298215547,3,-33.3983381039236,1.60551560715288,-42.2041269019392,4.1891326460954,500,10000,30,1000,1000,033022Bc1,ON alpha,ventral down,1,-1571,-648,VN
033022B,6,SpotsMultiSize_-60mV_0mean_8,2,1999,1,1234,Right,-4.60839145746714,0.776730966127398,-2.44734349150534,2.07805260135582,-72.0843,-60,-72.6516065103027,3,-50.8732970899928,1.12469413502195,-35.3020852042225,3.71975078242154,500,10000,42,1000,1000,033022Bc1,ON alpha,ventral down,1,-1571,-648,VN
033022B,6,SpotsMultiSize_-60mV_0mean_8,2,1999,1,1234,Right,-8.55675681249107,1.37026480420991,0.220692397571031,0.436882398239485,-72.0843,-60,-78.3431529472327,3,-86.2923057566142,4.35103911054437,-36.5718154883335,4.66972085725568,500,10000,59,1000,1000,033022Bc1,ON alpha,ventral down,1,-1571,-648,VN
033022B,6,SpotsMultiSize_-60mV_0mean_8,2,1999,1,1234,Right,-23.7482137358745,3.0158057508576,-6.47299576661272,4.11294022933611,-72.0843,-60,-65.0270820256018,3,-112.018847225808,4.97030982856665,-46.834532795408,16.9433727667376,500,10000,82,1000,1000,033022Bc1,ON alpha,ventral down,1,-1571,-648,VN
033022B,6,SpotsMultiSize_-60mV_0mean_8,2,1999,1,1234,Right,-37.603596207846,3.01148451653865,-4.43818200624006,3.52738126325549,-72.0843,-60,-73.4033201907518,3,-146.522397463557,11.0725234479802,-65.3373206336939,10.2415592838442,500,10000,115,1000,1000,033022Bc1,ON alpha,ventral down,1,-1571,-648,VN
033022B,6,SpotsMultiSize_-60mV_0mean_8,2,1999,1,1234,Right,-71.9360994926029,5.53346561754863,-5.01642164601398,1.00291927670981,-72.0843,-60,-63.953205335142,3,-231.023691425842,21.5704007752359,-84.5469126217619,12.6930140751944,500,10000,160,1000,1000,033022Bc1,ON alpha,ventral down,1,-1571,-648,VN
033022B,6,SpotsMultiSize_-60mV_0mean_8,2,1999,1,1234,Right,-191.44832924952,8.67798183233965,4.82805299682503,4.05786731515987,-72.0843,-60,-69.1078134354724,3,-489.754395447828,46.1590693306741,-175.108522062433,9.80713604780133,500,10000,224,1000,1000,033022Bc1,ON alpha,ventral down,1,-1571,-648,VN
033022B,6,SpotsMultiSize_-60mV_0mean_8,2,1999,1,1234,Right,-362.934723882427,14.2205333889372,16.5508777391382,3.64797313276946,-72.0843,-60,-74.5845845465081,3,-838.742133258571,22.4760211910778,-337.993385951644,40.0003553135425,500,10000,314,1000,1000,033022Bc1,ON alpha,ventral down,1,-1571,-648,VN
033022B,6,SpotsMultiSize_-60mV_0mean_8,2,1999,1,1234,Right,-479.913406857835,10.0471725554025,24.3080369388964,0.782540481978924,-72.0843,-60,-68.6782627552024,3,-916.894923995142,8.76400120491546,-416.683098803906,82.9094959105983,500,10000,439,1000,1000,033022Bc1,ON alpha,ventral down,1,-1571,-648,VN
033022B,6,SpotsMultiSize_-60mV_0mean_8,2,1999,1,1234,Right,-453.205907919275,13.1750169194094,22.1844242078913,4.46613569207821,-72.0843,-60,-73.4033201707229,3,-814.18016235658,14.3969884194068,-426.940187947563,24.5919551666455,500,10000,614,1000,1000,033022Bc1,ON alpha,ventral down,1,-1571,-648,VN
033022B,6,SpotsMultiSize_-60mV_0mean_8,2,1999,1,1234,Right,-375.354290055495,23.1770689446829,16.3363923947168,7.17812328922459,-72.0843,-60,-76.6249502513809,3,-747.799321819652,14.8185969781377,-389.124479053006,50.7782885751807,500,10000,858,1000,1000,033022Bc1,ON alpha,ventral down,1,-1571,-648,VN
033022B,6,SpotsMultiSize_-60mV_0mean_8,2,1999,1,1234,Right,-328.879653915945,14.9648820548415,17.6905615767823,4.17854920645042,-72.0843,-60,-71.0407914799839,3,-656.330293643288,7.48496131794695,-277.037030593034,14.631940145754,500,10000,1200,1000,1000,033022Bc1,ON alpha,ventral down,1,-1571,-648,VN
051925B,7,SMS_VC_wholecell,3,10634,1,3791,Right,0.522416950614988,0.575905839092341,0.378556993920395,0.496349516782968,-152.164,0,-134.880450613946,2,-48.3297682111666,8.44181664246004,-33.76800010524,0.305843595553638,500,50000,30,1000,1000,051925Bc2,ON alpha,ventral down,2,854,-579,VT
051925B,7,SMS_VC_wholecell,3,10634,1,3791,Right,28.9859754401066,36.2013150342314,16.9274716581609,18.8642407453809,-152.164,0,-310.330491657892,3,80.4300393560975,82.5744668448,-72.2753720392346,48.8919329209765,500,50000,42,1000,1000,051925Bc2,ON alpha,ventral down,2,854,-579,VT
051925B,7,SMS_VC_wholecell,3,10634,1,3791,Right,-2.34561822041771,1.70916918738786,-54.5697030819272,65.7857515422999,-152.164,0,-151.568494590194,3,-22.9568019435799,4.10930013653579,-138.420057453583,126.96127702559,500,50000,59,1000,1000,051925Bc2,ON alpha,ventral down,2,854,-579,VT
051925B,7,SMS_VC_wholecell,3,10634,1,3791,Right,-0.128138403058807,0.975112593860168,0.944773940187499,0.464251070043275,-152.164,0,-136.81342862847,2,-30.3513738384797,15.9554477854182,-21.8462703622555,3.54454452174669,500,50000,82,1000,1000,051925Bc2,ON alpha,ventral down,2,854,-579,VT
051925B,7,SMS_VC_wholecell,3,10634,1,3791,Right,-0.696447694603265,1.5439803744158,0.583025690120787,1.00111974563782,-152.164,0,-130.391646064465,3,-61.8534657772954,49.0019285294465,-38.3140870015493,6.90670687072071,500,50000,115,1000,1000,051925Bc2,ON alpha,ventral down,2,854,-579,VT
051925B,7,SMS_VC_wholecell,3,10634,1,3791,Right,-13.5694303085925,15.9710021381448,-12.1394234138271,16.1759358632922,-152.164,0,-126.225004534429,3,-83.9249418164388,53.9973047385482,-44.8787830701015,25.2726458370071,500,50000,160,1000,1000,051925Bc2,ON alpha,ventral down,2,854,-579,VT
051925B,7,SMS_VC_wholecell,3,10634,1,3791,Right,-11.6697647461308,5.32895065477915,1.37241053441339,0.13434765198694,-152.164,0,-132.81860737602,2,-96.6665276497924,26.9753070627717,-25.2752033457964,10.9379284593878,500,50000,224,1000,1000,051925Bc2,ON alpha,ventral down,2,854,-579,VT
051925B,7,SMS_VC_wholecell,3,10634,1,3791,Right,-40.3623313847214,7.42085511836832,-9.11406124443659,13.1450198246116,-152.164,0,-146.070245717601,3,-153.337375728528,8.09111970898493,-66.7829095005015,43.3213794469328,500,50000,314,1000,1000,051925Bc2,ON alpha,ventral down,2,854,-579,VT
051925B,7,SMS_VC_wholecell,3,10634,1,3791,Right,-58.2627441325092,8.2882792014866,1.60960368088497,2.37143230916878,-152.164,0,-130.048005523183,2,-207.975010693527,25.4458153814551,-37.3574682658498,22.8944089448025,500,50000,439,1000,1000,051925Bc2,ON alpha,ventral down,2,854,-579,VT
051925B,7,SMS_VC_wholecell,3,10634,1,3791,Right,-71.9484805113035,7.19464962559735,0.510713400511077,0.562007727518606,-152.164,0,-129.360724449591,3,-222.876954994779,11.3175964678171,-52.4312305796598,5.45717257565748,500,50000,614,1000,1000,051925Bc2,ON alpha,ventral down,2,854,-579,VT
