inj_current,fr_per_current_mean,fr_per_current_sem,cell_type,cell_name,cell_unid,dataset_name,file_name,source_id
200.0,104.66666666666667,24.05549140355829,ON-OFF DS - direction unknown,013024Ac11,9536,MultiPulse_Whole_cell_Voltage_clamp_control,013024A,2
-300.0,0.0,0.0,ON-OFF DS - ventral,020322Ac9,9770,MultiPulse_Whole_cell_Voltage_clamp,020322A,2
-233.0,0.0,0.0,ON-OFF DS - ventral,020322Ac9,9770,MultiPulse_Whole_cell_Voltage_clamp,020322A,2
-167.0,0.0,0.0,ON-OFF DS - ventral,020322Ac9,9770,MultiPulse_Whole_cell_Voltage_clamp,020322A,2
-100.0,0.0,0.0,ON-OFF DS - ventral,020322Ac9,9770,MultiPulse_Whole_cell_Voltage_clamp,020322A,2
-33.0,0.0,0.0,ON-OFF DS - ventral,020322Ac9,9770,MultiPulse_Whole_cell_Voltage_clamp,020322A,2
33.0,0.0,0.0,ON-OFF DS - ventral,020322Ac9,9770,MultiPulse_Whole_cell_Voltage_clamp,020322A,2
100.0,0.0,0.0,ON-OFF DS - ventral,020322Ac9,9770,MultiPulse_Whole_cell_Voltage_clamp,020322A,2
167.0,2.0,2.23606797749979,ON-OFF DS - ventral,020322Ac9,9770,MultiPulse_Whole_cell_Voltage_clamp,020322A,2
233.0,9.6,9.654014708917737,ON-OFF DS - ventral,020322Ac9,9770,MultiPulse_Whole_cell_Voltage_clamp,020322A,2
300.0,22.8,14.415269681833914,ON-OFF DS - ventral,020322Ac9,9770,MultiPulse_Whole_cell_Voltage_clamp,020322A,2
-300.0,0.0,0.0,F-mini-ON,020322Ac2,9763,MultiPulse_Whole_cell_Voltage_clamp,020322A,3
-233.0,0.0,0.0,F-mini-ON,020322Ac2,9763,MultiPulse_Whole_cell_Voltage_clamp,020322A,3
-167.0,0.0,0.0,F-mini-ON,020322Ac2,9763,MultiPulse_Whole_cell_Voltage_clamp,020322A,3
-100.0,0.0,0.0,F-mini-ON,020322Ac2,9763,MultiPulse_Whole_cell_Voltage_clamp,020322A,3
-33.0,0.8,0.8944271909999161,F-mini-ON,020322Ac2,9763,MultiPulse_Whole_cell_Voltage_clamp,020322A,3
33.0,10.0,2.0,F-mini-ON,020322Ac2,9763,MultiPulse_Whole_cell_Voltage_clamp,020322A,3
100.0,54.0,2.449489742783178,F-mini-ON,020322Ac2,9763,MultiPulse_Whole_cell_Voltage_clamp,020322A,3
167.0,89.2,1.5165750888103102,F-mini-ON,020322Ac2,9763,MultiPulse_Whole_cell_Voltage_clamp,020322A,3
233.0,114.8,2.8809720581775866,F-mini-ON,020322Ac2,9763,MultiPulse_Whole_cell_Voltage_clamp,020322A,3
300.0,124.0,2.8284271247461903,F-mini-ON,020322Ac2,9763,MultiPulse_Whole_cell_Voltage_clamp,020322A,3
-300.0,0.0,0.0,F-mini-ON,020322Ac7,9768,MultiPulse_Whole_cell_Voltage_clamp,020322A,7
-233.0,0.0,0.0,F-mini-ON,020322Ac7,9768,MultiPulse_Whole_cell_Voltage_clamp,020322A,7
-167.0,0.0,0.0,F-mini-ON,020322Ac7,9768,MultiPulse_Whole_cell_Voltage_clamp,020322A,7
-100.0,0.0,0.0,F-mini-ON,020322Ac7,9768,MultiPulse_Whole_cell_Voltage_clamp,020322A,7
-33.0,0.0,0.0,F-mini-ON,020322Ac7,9768,MultiPulse_Whole_cell_Voltage_clamp,020322A,7
33.0,22.0,3.391164991562634,F-mini-ON,020322Ac7,9768,MultiPulse_Whole_cell_Voltage_clamp,020322A,7
100.0,34.8,5.594640292279745,F-mini-ON,020322Ac7,9768,MultiPulse_Whole_cell_Voltage_clamp,020322A,7
167.0,30.8,2.8809720581775866,F-mini-ON,020322Ac7,9768,MultiPulse_Whole_cell_Voltage_clamp,020322A,7
233.0,30.4,3.271085446759225,F-mini-ON,020322Ac7,9768,MultiPulse_Whole_cell_Voltage_clamp,020322A,7
300.0,32.0,2.8284271247461903,F-mini-ON,020322Ac7,9768,MultiPulse_Whole_cell_Voltage_clamp,020322A,7
-300.0,0.0,0.0,ON OS large RF - orientation unknown,020322Ac3,9764,MultiPulse_Whole_cell_Voltage_clamp,020322A,8
-233.0,0.0,0.0,ON OS large RF - orientation unknown,020322Ac3,9764,MultiPulse_Whole_cell_Voltage_clamp,020322A,8
-167.0,0.0,0.0,ON OS large RF - orientation unknown,020322Ac3,9764,MultiPulse_Whole_cell_Voltage_clamp,020322A,8
-100.0,0.0,0.0,ON OS large RF - orientation unknown,020322Ac3,9764,MultiPulse_Whole_cell_Voltage_clamp,020322A,8
-33.0,0.0,0.0,ON OS large RF - orientation unknown,020322Ac3,9764,MultiPulse_Whole_cell_Voltage_clamp,020322A,8
33.0,11.6,0.8366600265340756,ON OS large RF - orientation unknown,020322Ac3,9764,MultiPulse_Whole_cell_Voltage_clamp,020322A,8
100.0,60.0,3.0,ON OS large RF - orientation unknown,020322Ac3,9764,MultiPulse_Whole_cell_Voltage_clamp,020322A,8
167.0,111.2,2.0736441353327724,ON OS large RF - orientation unknown,020322Ac3,9764,MultiPulse_Whole_cell_Voltage_clamp,020322A,8
233.0,143.2,2.3021728866442674,ON OS large RF - orientation unknown,020322Ac3,9764,MultiPulse_Whole_cell_Voltage_clamp,020322A,8
300.0,171.2,2.792848008753788,ON OS large RF - orientation unknown,020322Ac3,9764,MultiPulse_Whole_cell_Voltage_clamp,020322A,8
-100.0,3.0357142857142856,0.7679377926400138,Bursty suppressed by contrast,022420Ac1,3784,MultiPulse_IC_Control,022420A,2
-50.0,9.464285714285714,2.537906247832316,Bursty suppressed by contrast,022420Ac1,3784,MultiPulse_IC_Control,022420A,2
0.0,28.214285714285715,4.8726400457399155,Bursty suppressed by contrast,022420Ac1,3784,MultiPulse_IC_Control,022420A,2
50.0,71.42857142857143,6.409850742469126,Bursty suppressed by contrast,022420Ac1,3784,MultiPulse_IC_Control,022420A,2
100.0,97.14285714285714,7.648104764809808,Bursty suppressed by contrast,022420Ac1,3784,MultiPulse_IC_Control,022420A,2
150.0,162.5,2.886751345948129,Bursty suppressed by contrast,022420Ac1,3784,MultiPulse_IC_Control,022420A,2
200.0,167.5,7.2648315725677906,Bursty suppressed by contrast,022420Ac1,3784,MultiPulse_IC_Control,022420A,2
-300.0,0.0,0.0,OFF transient medium RF,032025Bc3,10548,MultiPulse_Whole_cell_Voltage_clamp,032025B,9
-245.0,0.0,0.0,OFF transient medium RF,032025Bc3,10548,MultiPulse_Whole_cell_Voltage_clamp,032025B,9
-191.0,0.0,0.0,OFF transient medium RF,032025Bc3,10548,MultiPulse_Whole_cell_Voltage_clamp,032025B,9
-136.0,0.0,0.0,OFF transient medium RF,032025Bc3,10548,MultiPulse_Whole_cell_Voltage_clamp,032025B,9
-82.0,0.0,0.0,OFF transient medium RF,032025Bc3,10548,MultiPulse_Whole_cell_Voltage_clamp,032025B,9
-27.0,0.0,0.0,OFF transient medium RF,032025Bc3,10548,MultiPulse_Whole_cell_Voltage_clamp,032025B,9
27.0,2.4,0.8366600265340756,OFF transient medium RF,032025Bc3,10548,MultiPulse_Whole_cell_Voltage_clamp,032025B,9
82.0,32.0,0.7071067811865476,OFF transient medium RF,032025Bc3,10548,MultiPulse_Whole_cell_Voltage_clamp,032025B,9
136.0,60.4,1.9235384061671346,OFF transient medium RF,032025Bc3,10548,MultiPulse_Whole_cell_Voltage_clamp,032025B,9
191.0,85.2,1.51657508881031,OFF transient medium RF,032025Bc3,10548,MultiPulse_Whole_cell_Voltage_clamp,032025B,9
245.0,105.6,1.3038404810405297,OFF transient medium RF,032025Bc3,10548,MultiPulse_Whole_cell_Voltage_clamp,032025B,9
300.0,126.0,1.4142135623730951,OFF transient medium RF,032025Bc3,10548,MultiPulse_Whole_cell_Voltage_clamp,032025B,9
-100.0,0.0,0.0,OFF transient medium RF,040821Ac5,4361,MultiPulse,040821A,2
-44.0,0.0,0.0,OFF transient medium RF,040821Ac5,4361,MultiPulse,040821A,2
-33.0,0.0,0.0,OFF transient medium RF,040821Ac5,4361,MultiPulse,040821A,2
11.0,0.8,0.894427190999916,OFF transient medium RF,040821Ac5,4361,MultiPulse,040821A,2
33.0,3.4,0.7062332703142534,OFF transient medium RF,040821Ac5,4361,MultiPulse,040821A,2
67.0,5.2,2.0736441353327724,OFF transient medium RF,040821Ac5,4361,MultiPulse,040821A,2
100.0,26.4,1.1243653902820905,OFF transient medium RF,040821Ac5,4361,MultiPulse,040821A,2
122.0,33.2,1.6733200530681511,OFF transient medium RF,040821Ac5,4361,MultiPulse,040821A,2
167.0,58.4,0.6885303726590962,OFF transient medium RF,040821Ac5,4361,MultiPulse,040821A,2
178.0,62.8,2.4083189157584592,OFF transient medium RF,040821Ac5,4361,MultiPulse,040821A,2
233.0,89.2,0.8759834123860509,OFF transient medium RF,040821Ac5,4361,MultiPulse,040821A,2
289.0,112.8,2.5099800796022267,OFF transient medium RF,040821Ac5,4361,MultiPulse,040821A,2
300.0,117.4,1.297671228502794,OFF transient medium RF,040821Ac5,4361,MultiPulse,040821A,2
344.0,129.2,4.560701700396552,OFF transient medium RF,040821Ac5,4361,MultiPulse,040821A,2
400.0,143.6,3.3466401061363023,OFF transient medium RF,040821Ac5,4361,MultiPulse,040821A,2
-250.0,0.0,0.0,ON alpha,040821Ac1,4364,MultiPulse,040821A,5
-150.0,0.2,0.21081851067789195,ON alpha,040821Ac1,4364,MultiPulse,040821A,5
-100.0,0.8,0.4661372658534007,ON alpha,040821Ac1,4364,MultiPulse,040821A,5
-50.0,5.0,0.90267093384844,ON alpha,040821Ac1,4364,MultiPulse,040821A,5
-17.0,9.0,1.0999438818457405,ON alpha,040821Ac1,4364,MultiPulse,040821A,5
50.0,37.2,2.6518104693646753,ON alpha,040821Ac1,4364,MultiPulse,040821A,5
67.0,42.4,2.4098563043068375,ON alpha,040821Ac1,4364,MultiPulse,040821A,5
150.0,74.8,1.6334454518964905,ON alpha,040821Ac1,4364,MultiPulse,040821A,5
233.0,79.6,4.659253371014356,ON alpha,040821Ac1,4364,MultiPulse,040821A,5
250.0,90.2,4.708280071806254,ON alpha,040821Ac1,4364,MultiPulse,040821A,5
317.0,23.0,3.2998316455372216,ON alpha,040821Ac1,4364,MultiPulse,040821A,5
400.0,15.2,1.4124665406285073,ON alpha,040821Ac1,4364,MultiPulse,040821A,5
-500.0,0.0,0.0,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
-466.0,0.0,0.0,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
-431.0,0.0,0.0,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
-397.0,0.0,0.0,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
-362.0,0.0,0.0,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
-328.0,0.0,0.0,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
-293.0,0.0,0.0,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
-259.0,0.0,0.0,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
-224.0,0.0,0.0,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
-190.0,0.0,0.0,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
-155.0,0.0,0.0,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
-121.0,0.0,0.0,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
-86.0,0.0,0.0,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
-52.0,0.0,0.0,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
-17.0,0.0,0.0,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
17.0,0.0,0.0,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
52.0,0.0,0.0,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
86.0,0.0,0.0,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
121.0,0.6666666666666666,0.816496580927726,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
155.0,7.333333333333333,1.6329931618554518,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
190.0,18.666666666666668,0.8164965809277259,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
224.0,26.666666666666668,0.8164965809277259,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
259.0,36.0,1.414213562373095,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
293.0,44.666666666666664,0.816496580927726,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
328.0,52.666666666666664,0.816496580927726,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
362.0,60.666666666666664,0.816496580927726,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
397.0,68.0,1.414213562373095,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
431.0,77.33333333333333,0.816496580927726,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
466.0,84.66666666666667,0.816496580927726,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
500.0,92.66666666666667,2.1602468994692865,ON alpha,041125Bc3,10591,MultiPulse_CC_temp_30,041125B,4
-500.0,4.0,3.7416573867739413,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
-466.0,2.6666666666666665,3.265986323710904,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
-431.0,3.3333333333333335,4.0824829046386295,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
-397.0,0.0,0.0,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
-362.0,0.0,0.0,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
-328.0,2.0,2.449489742783178,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
-293.0,0.0,0.0,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
-259.0,3.3333333333333335,4.0824829046386295,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
-224.0,1.3333333333333333,1.632993161855452,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
-190.0,0.0,0.0,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
-155.0,0.0,0.0,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
-121.0,1.3333333333333333,1.632993161855452,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
-86.0,6.0,7.348469228349534,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
-52.0,6.0,7.348469228349534,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
-17.0,11.333333333333334,5.8878405775518985,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
17.0,28.666666666666668,7.118052168020873,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
52.0,22.666666666666668,5.887840577551898,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
86.0,41.333333333333336,4.546060565661952,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
121.0,50.666666666666664,10.801234497346433,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
155.0,60.666666666666664,1.6329931618554518,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
190.0,64.66666666666667,5.354126134736337,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
224.0,42.0,3.7416573867739413,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
259.0,43.333333333333336,3.5590260840104375,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
293.0,46.0,17.146428199482244,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
328.0,40.666666666666664,5.715476066494082,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
362.0,28.666666666666668,13.589211407093005,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
397.0,30.666666666666668,10.984838035522719,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
431.0,28.0,5.0990195135927845,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
466.0,28.666666666666668,8.524474568362947,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
500.0,28.666666666666668,2.9439202887759492,OFF sustained alpha,041125Bc4,10617,MultiPulse_CC_temp_30_HC06,041125B,5
-500.0,0.0,0.0,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
-447.0,0.0,0.0,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
-395.0,0.0,0.0,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
-342.0,0.0,0.0,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
-289.0,0.0,0.0,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
-237.0,0.0,0.0,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
-184.0,0.0,0.0,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
-132.0,0.0,0.0,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
-79.0,0.0,0.0,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
-26.0,0.0,0.0,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
26.0,0.0,0.0,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
79.0,4.666666666666667,3.5590260840104375,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
132.0,52.666666666666664,16.083117442419756,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
184.0,58.666666666666664,2.160246899469287,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
237.0,85.33333333333333,3.5590260840104366,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
289.0,106.0,3.7416573867739413,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
342.0,123.33333333333333,4.320493798938573,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
395.0,137.33333333333334,2.160246899469287,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
447.0,151.33333333333334,0.8164965809277259,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
500.0,165.33333333333334,2.9439202887759492,ON alpha,041425Bc9,10619,MultiPulse_CC_temp_29,041425B,10
-100.0,0.0,0.0,Sustained suppressed-by-contrast no surround EW27,041521Ac2,3898,MultiPulse,041521A,3
-67.0,0.2,0.21081851067789195,Sustained suppressed-by-contrast no surround EW27,041521Ac2,3898,MultiPulse,041521A,3
-33.0,0.0,0.0,Sustained suppressed-by-contrast no surround EW27,041521Ac2,3898,MultiPulse,041521A,3
0.0,13.6,1.5006171569897007,Sustained suppressed-by-contrast no surround EW27,041521Ac2,3898,MultiPulse,041521A,3
33.0,19.8,4.054566089341683,Sustained suppressed-by-contrast no surround EW27,041521Ac2,3898,MultiPulse,041521A,3
67.0,8.0,1.3698697784375504,Sustained suppressed-by-contrast no surround EW27,041521Ac2,3898,MultiPulse,041521A,3
100.0,6.2,1.063420987911591,Sustained suppressed-by-contrast no surround EW27,041521Ac2,3898,MultiPulse,041521A,3
133.0,6.2,0.8577892918052793,Sustained suppressed-by-contrast no surround EW27,041521Ac2,3898,MultiPulse,041521A,3
167.0,8.0,0.831479419283098,Sustained suppressed-by-contrast no surround EW27,041521Ac2,3898,MultiPulse,041521A,3
200.0,7.6,0.6885303726590964,Sustained suppressed-by-contrast no surround EW27,041521Ac2,3898,MultiPulse,041521A,3
-100.0,0.0,0.0,ON horizontal OS small RF,041521Ac5,3900,MultiPulse,041521A,5
-61.0,0.0,0.0,ON horizontal OS small RF,041521Ac5,3900,MultiPulse,041521A,5
-22.0,0.6,0.44996570514036854,ON horizontal OS small RF,041521Ac5,3900,MultiPulse,041521A,5
17.0,30.2,2.023320824904896,ON horizontal OS small RF,041521Ac5,3900,MultiPulse,041521A,5
56.0,74.4,2.681440556266374,ON horizontal OS small RF,041521Ac5,3900,MultiPulse,041521A,5
94.0,73.0,10.551461194229608,ON horizontal OS small RF,041521Ac5,3900,MultiPulse,041521A,5
133.0,31.2,4.512807562788981,ON horizontal OS small RF,041521Ac5,3900,MultiPulse,041521A,5
172.0,20.2,1.6465452046971292,ON horizontal OS small RF,041521Ac5,3900,MultiPulse,041521A,5
211.0,20.4,3.985157648259536,ON horizontal OS small RF,041521Ac5,3900,MultiPulse,041521A,5
250.0,14.8,1.66888740937943,ON horizontal OS small RF,041521Ac5,3900,MultiPulse,041521A,5
-100.0,0.0,0.0,PixON,042221Ac2,5944,MultiPulse_stim500ms,042221A,5
-64.0,0.0,0.0,PixON,042221Ac2,5944,MultiPulse_stim500ms,042221A,5
-29.0,0.0,0.0,PixON,042221Ac2,5944,MultiPulse_stim500ms,042221A,5
0.0,0.6,0.44996570514036854,PixON,042221Ac2,5944,MultiPulse_stim500ms,042221A,5
7.0,4.6,1.4418780620007408,PixON,042221Ac2,5944,MultiPulse_stim500ms,042221A,5
43.0,20.2,4.822273425227392,PixON,042221Ac2,5944,MultiPulse_stim500ms,042221A,5
79.0,43.4,5.569316291127421,PixON,042221Ac2,5944,MultiPulse_stim500ms,042221A,5
100.0,47.4,4.0740067334501955,PixON,042221Ac2,5944,MultiPulse_stim500ms,042221A,5
114.0,58.2,6.444061291291845,PixON,042221Ac2,5944,MultiPulse_stim500ms,042221A,5
150.0,67.8,6.482264502966518,PixON,042221Ac2,5944,MultiPulse_stim500ms,042221A,5
200.0,89.6,2.23992945215185,PixON,042221Ac2,5944,MultiPulse_stim500ms,042221A,5
300.0,79.8,8.672078082651524,PixON,042221Ac2,5944,MultiPulse_stim500ms,042221A,5
-300.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
-224.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
-167.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
-125.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
-93.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
-70.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
-52.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
-39.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
-29.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
-22.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
-16.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
-12.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
-9.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
-7.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
-5.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
5.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
7.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
8.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
11.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
14.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
19.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
24.0,1.3333333333333333,1.632993161855452,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
32.0,0.0,0.0,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
41.0,0.6666666666666666,0.816496580927726,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
54.0,2.6666666666666665,1.632993161855452,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
70.0,8.0,5.0990195135927845,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
91.0,17.333333333333332,3.5590260840104366,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
118.0,25.333333333333332,2.9439202887759492,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
154.0,46.0,4.242640687119285,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
200.0,66.66666666666667,4.966554808583779,ON alpha,042224Ac1,9859,MultiPulse_Whole_cell_Current clamp,042224A,2
-800.0,0.0,0.0,ON alpha,042622Ac2,2170,MultiPulse_CC,042622A,3
-400.0,0.0,0.0,ON alpha,042622Ac2,2170,MultiPulse_CC,042622A,3
-323.0,0.0,0.0,ON alpha,042622Ac2,2170,MultiPulse_CC,042622A,3
-320.0,0.0,0.0,ON alpha,042622Ac2,2170,MultiPulse_CC,042622A,3
-246.0,0.0,0.0,ON alpha,042622Ac2,2170,MultiPulse_CC,042622A,3
-169.0,0.0,0.0,ON alpha,042622Ac2,2170,MultiPulse_CC,042622A,3
-92.0,0.8,0.5477225575051662,ON alpha,042622Ac2,2170,MultiPulse_CC,042622A,3
-15.0,0.4,0.44721359549995804,ON alpha,042622Ac2,2170,MultiPulse_CC,042622A,3
62.0,6.4,2.04939015319192,ON alpha,042622Ac2,2170,MultiPulse_CC,042622A,3
138.0,16.8,2.3021728866442674,ON alpha,042622Ac2,2170,MultiPulse_CC,042622A,3
160.0,27.2,1.51657508881031,ON alpha,042622Ac2,2170,MultiPulse_CC,042622A,3
215.0,38.0,6.123724356957945,ON alpha,042622Ac2,2170,MultiPulse_CC,042622A,3
292.0,56.8,2.5099800796022267,ON alpha,042622Ac2,2170,MultiPulse_CC,042622A,3
369.0,88.4,9.20326029187483,ON alpha,042622Ac2,2170,MultiPulse_CC,042622A,3
446.0,110.8,3.049590136395381,ON alpha,042622Ac2,2170,MultiPulse_CC,042622A,3
523.0,142.8,3.049590136395381,ON alpha,042622Ac2,2170,MultiPulse_CC,042622A,3
600.0,162.8,3.507135583350036,ON alpha,042622Ac2,2170,MultiPulse_CC,042622A,3
640.0,182.0,1.8708286933869707,ON alpha,042622Ac2,2170,MultiPulse_CC,042622A,3
