file_name,dataset_name,source_id,cell_unid,animal_id,file_name_1,depol_overshoot_max,pre_time_ms,sag_amplitude,stim_time_ms,vrest,cell_name,cell_type,file_name_2,file_name_3,file_name_4,file_name_5,capacitance_mean,current_max_number_of_spike_max,depol_overshoot_mean,first_ap_peak_amplitude_mean,first_ap_trough_amplitude_mean,first_current_level_to_block_mean,half_max_spike_current_mean,half_max_spike_number_mean,half_width_time_mean,isi_cv_at_max_spikes_mean,max_adaptation_index_max,max_ahp_after_depol_injection_max,max_isi_cv_max,max_latency_of_spike_max,max_number_of_spike_max,max_slope_max,resistance_mean,resting_vm_mean,sag_mean,spontaneous_firing_rate_mean,tau_mean,v_threshold_mean
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080222A,MultiPulse,2,158,2036,080222A,43.2315,500,10.3047,500,-42.611,080222Ac5,OFF sustained alpha,080222A,080222A,080222A,080222A,1480.79426417611,300,38.9035384182144,-2.36472695503704,-46.9938365754177,999,93.4433222950089,68.82,0.544,0.176562103068104,0.0111528332912655,-8.34401027629114,0.928774187850518,7.2,100,173.087089256923,86.9233798515442,-42.6109788933578,NaN,88.88,1215.37899404935,-36.7245300736878
080222A,MultiPulse,6,162,2036,080222A,58.431,500,5.02356,500,-53.6138,080222Ac6,ON alpha,080222A,080222A,080222A,080222A,32.9088840654499,500,37.8376309796866,10.7705598885275,-56.2841978188977,999,174.318697368421,59.7,0.452,0.130416115312415,0.0364459389302182,-11.5560432465266,1.53915510862935,37.44,116,348.58937076985,80.0236851131429,-53.6137782117858,NaN,24.4,26.1322539756935,-53.4085337692381
081222A,MultiPulse,3,176,2038,081222A,35.4869,500,2.93041,500,-59.394,081222Ac2,ON alpha,081222A,081222A,081222A,081222A,4.80603136851651,500,18.347228788818,0.594657943395057,-59.3949397023569,999,403.768608421053,18.6,0,0.385044166622752,0.4086880164592,-3.491816285504,1.1951651922364,6,39,23.3466681857504,59.6419395296837,-59.3940425263917,NaN,0,2.86469572991823,-58.9408872613259
080922A,MultiPulse,14,210,2039,080922A,42.9739,500,11.3352,500,-57.7012,080922Ac6,ON alpha,080922A,080922A,080922A,080922A,NaN,500,23.6939543840083,1.58970675108279,-58.5480192106389,999,321.746764411765,34.7,0,0.165764063203193,0.41929780615041,-6.26342145524258,1.08787867219224,16.38,71,21.736551451275,65.6060362959611,-57.7011584733022,NaN,0,NaN,-57.8427888495842
042622A,MultiPulse_CC,3,2170,1563,042622A,53.7778,500,5.05577,500,-58.1186,042622Ac2,ON alpha,042622A,042622A,042622A,042622A,53708.6853756745,1120,39.2223364571477,-3.0635153945193,-55.3599919852347,826.8924,552.340447604167,75.0083333333333,0.4,0.155193721675633,0.938926699993977,-13.2988556133876,3.04254329023557,131.24,151,297.06581607908,50.4373004613517,-58.1186228309588,NaN,3.63333333333333,27009.5457019562,-58.2871806096852
042622B,MultiPulse,2,2171,1563,042622B,37.0165,500,11.8234,500,-61.1011,042622Bc2,ON alpha,042622B,042622B,042622B,042622B,6.36892719645617,738.462,21.1620827748075,2.16562450162928,-61.519559154295,1015.3816,403.66071875,41,0,0.18659367974007,0.0943399972688025,-10.1176145727143,1.26681582533273,11.84,83,48.3244537725351,48.385374592659,-61.1011230277188,NaN,0,2.98576182602162,-60.5852863762142
081122A,MultiPulse,5,2228,1973,081122A,43.8595,500,4.84645,500,-51.813,081122Ac4,Motion sensor,081122A,081122A,081122A,081122A,7.08520826093672,136.364,32.3578872930603,1.41581470913437,-52.8804150414916,568.691,38.7461944097222,26.3166666666667,1.176,0.112590099238197,0.208888204797445,-3.12356006974765,2.84234886534833,23.06,51,149.740494071477,156.487561588561,-51.8130322255593,NaN,15.6666666666667,10.9966205861304,-46.7168975529463
121422A,MultiPulse,2,2730,2295,121422A,54.5828,500,7.92176,500,-55.5521,121422Ac29,ON alpha,121422A,121422A,121422A,121422A,5.7116159344169,300,42.2600686391394,7.37858364481683,-51.2166151448957,610.30908,167.17148576555,26.0833333333333,0.24,0.401978431571033,0.11163203810086,-6.48218874364849,1.20055749976009,83.12,53,312.361731972975,87.4235767931972,-55.5520760436096,NaN,0.333333333333333,5.05026714761178,-56.575071164981
121722A,MultiPulse,41,3075,2291,121722A,58.2056,500,12.3335,500,-55.3993,121722Ac39,ON-OFF DS - temporal,121722A,121722A,121722A,121722A,20.546646704141,200,50.8902860971285,8.27166786903993,-50.1528814568804,999,65.3696378977273,24.9166666666667,0.344,0.582799276625985,0.0453115490135323,-5.67564365642156,1.98651914139771,48.76,52,211.72982437476,117.352263921662,-55.3993426996385,NaN,1.66666666666667,24.1811852855896,-54.6837435106719
022420A,MultiPulse_IC_Control,2,3784,2347,022420A,74.2812,500,2.75,100,-61.1802,022420Ac1,Bursty suppressed by contrast,022420A,022420A,022420A,022420A,NaN,200,60.26171875,-0.9296875,-49.171875,999,56.8863856731504,10.40625,0.675,0.130650405987824,0.0837848850543352,-17.1068854166667,0.862103150601682,12,18,156.25,164.082335815674,-54.1973685677083,NaN,38.125,NaN,-35.375
041521A,MultiPulse,3,3898,77,041521A,NaN,500,3.39062,500,-46.2905,041521Ac2,Sustained suppressed-by-contrast no surround EW27,041521A,041521A,041521A,041521A,5.22501635028117,33.3333,NaN,-2.5125,-49.571875,66.6667,16.66665,8.21666666666667,1.06,1.00719946264275,0.535420808482439,-3.10621006944444,2.02370217546193,14,12,111.25,223.158660047131,-45.4492072222222,NaN,15.2666666666667,11.1593470620147,-49.59375
041521A,MultiPulse,5,3900,77,041521A,NaN,500,10.75,500,-49.3446,041521Ac5,ON horizontal OS small RF,041521A,041521A,041521A,041521A,11.6683151911236,133.333,NaN,10.609375,-50.575,999,39.6996885747036,26.4142857142857,0.58,0.470210549090052,0.159377361740958,-5.3491634375,2.05833549124685,28,50,245.9375,135.412671226699,-50.20190575,NaN,8.05714285714286,16.0559749829893,-50.953125
052319A,MultiPulse_IC_hold0,3,3943,149,052319A,35.7656,500,12.7969,1000,-36.1809,052319Ac2,OFF sustained alpha,052319A,052319A,052319A,052319A,11764.3844030381,25,19.2252604166667,-7.07421875,-40.56640625,793,12.4999999999999,33.75,1.08,1.11792265496664,0.72965536220155,-16.4516894117647,1.42947928441736,127.54,38,104.6875,108.9761267781,-36.1000370220588,NaN,36.75,11928.935635022,-34.55859375
081519A,MultiPulse_IC_hold0,4,4111,124,081519A,22.6562,500,15.3281,1000,-30.5938,081519Ac4,Bursty suppressed by contrast,081519A,081519A,081519A,081519A,18387.8031161948,10,20.5972222222222,-17.671875,-34.921875,250,5,16.5555555555556,28.24,0.63300719736709,0.794496121948592,-20.0002636931818,1.31489034581884,894.46,14,21.09375,145.91872575097,-30.4997363068182,NaN,19.1111111111111,26831.2480007486,-31.5625
092719A,MultiPulse_IC_hold0,2,4137,136,092719A,25.5938,500,8.64062,1000,-37.9534,092719Ac1,Bursty suppressed by contrast,092719A,092719A,092719A,092719A,5.797053607914,25,24.2098214285714,-9.265625,-43.90625,137.5,12.5,15.047619047619,1.50666666666667,1.26860808339854,0.800647692178988,-11.1918103472222,1.51158268896295,282.44,17,98.4375,69.5685061486432,-37.9534025925926,NaN,18.7619047619048,3.09423238093867,-37.9895833333333
100819A,MultiPulse_IC_hold0,2,4145,155,100819A,29.6719,500,16.1562,1000,-38.1554,100819Ac1,OFF sustained alpha,100819A,100819A,100819A,100819A,NaN,50,28.090625,-10.7552083333333,-41.03125,150,25,22.3,0.946666666666667,1.38992779277884,0.989059843961121,-15.382461640625,1.39874184532843,5.62,12,56.25,99.828163123475,-38.177205703125,NaN,36.2666666666667,NaN,-30.7552083333333
040821A,MultiPulse,2,4361,75,040821A,64.5469,500,5.42188,500,-60.8582,040821Ac5,OFF transient medium RF,040821A,040821A,040821A,040821A,15417.864132206,400,41.5598958333333,9.8,-56.60625,233.13332,196.213035905934,36.2,0.444,0.283010086268984,0.355605111930697,-1.91209370833332,1.32107759212807,268.42,74,293.75,125.376825194522,-60.74215435,NaN,0.4,18264.7067854099,-59.503125
040821A,MultiPulse,5,4364,75,040821A,46.9844,500,7.09375,500,-49.8279,040821Ac1,ON alpha,040821A,040821A,040821A,040821A,12668.4242141933,250,36.7299107142857,2.1859375,-50.540625,999,92.6824678062065,27.3428571428571,0.624,0.44707740561931,0.0666944519991193,-3.81190739583332,1.51699903300843,52.18,52,189.0625,109.914281415258,-49.7716240364583,NaN,12.5714285714286,13597.763682091,-51.1390625
050818A,MultiPulse_CC_dark,3,4633,147,050818A,45.9625,500,15.1625,500,-43.1743,050818Ac4,Bursty suppressed by contrast,050818A,050818A,050818A,050818A,110.783360963156,87.5,38.915625,-7.1725,-45.78375,999,24.3680294486216,30.05,0.72,1.34623198224834,0.169600006603053,-15.66162625,1.59965459742302,18.1,40,138.3125,89.5544115687056,-43.2003159166667,NaN,50.2,103.368306867928,-43.41875
051121A,MultiPulse_wholeCell,2,4681,872,051121A,74.0156,500,1.15625,500,-58.3526,051121Ac2,ON horizontal OS small RF,051121A,051121A,051121A,051121A,7.82096933058424,414.286,58.390625,14.546875,-63.93125,999,117.739293937255,49.05,0.564,0.106685600661048,0.0182604807734255,-5.72564687499999,0.330863994689653,24.18,95,292.96875,120.541358610759,-58.3209840769231,NaN,14.6,9.25044283450213,-59.003125
051121A,MultiPulse,5,4684,872,051121A,41.3906,500,12.4375,500,-56.6543,051121Ac4,HD1,051121A,051121A,051121A,051121A,12.7463524914076,128.571,24.9105113636364,-5.7625,-51.328125,149.999772,45.9887398712399,24.0545454545455,1.04,0.18067115169503,0.230727776219511,3.06801595833333,0.622775754843475,112,50,88.28125,235.257801729456,-56.52031695,NaN,1.41818181818182,25.6043152116394,-57.509375
051821A,MultiPulse,5,4877,873,051821A,30.6719,500,9.89062,500,-42.6817,051821Ac5,ON vertical OS large RF,051821A,051821A,051821A,051821A,17462.3428621745,250,23.71484375,-13.1380208333333,-44.2265625,999,80.4272785635747,41.375,0.816666666666667,0.362588549194148,0.0348020051234713,-11.4168384375,1.02885761246164,25.02,62,111.71875,99.6512673240052,-42.6817044986979,NaN,48.8333333333333,17304.9406448287,-45.2239583333333
051821A,MultiPulse,6,4878,873,051821A,49.2344,500,9.125,500,-48.4272,051821Ac6,ON delayed,051821A,051821A,051821A,051821A,12.9806546614735,100,31.8325892857143,4.25260416666667,-48.3619791666667,195.238166666667,31.3741291177137,16.0595238095238,0.983333333333333,0.30793367281787,0.236145938010772,-3.40525880208333,2.30297383647491,48.98,40,136.71875,172.615306087545,-47.8703981076389,NaN,6.57142857142857,22.9066793576791,-48.125
051821A,MultiPulse,7,4879,873,051821A,37.4062,500,9.71875,500,-47.5468,051821Ac3,ON vertical OS large RF,051821A,051821A,051821A,051821A,5.41620108003444,128.571,26.177734375,-10.278125,-48.4875,499.5998,68.0077504833334,35.4875,1,0.245481050341793,0.124260355029586,-8.95646026785715,1.53031330141635,11.62,54,97.65625,131.200733877497,-47.2621957678571,NaN,39.55,6.95374518152132,-46.303125
051821A,MultiPulse,8,4880,873,051821A,38.0469,500,8.73438,500,-55.912,051821Ac9,ON transient small RF,051821A,051821A,051821A,051821A,13.767333885487,344.444,25.0691964285714,-10.8489583333333,-55.7317708333333,461.111,107.805367212121,36,0,0.187457863084398,0.0984801557165101,-4.32728249999999,3.07614793910136,68.5,76,11.71875,143.253449666171,-55.9119915208333,NaN,0,19.6993149431168,-55.6770833333333
051821A,MultiPulse,9,4881,873,051821A,53.2188,500,10.6719,500,-60.1347,051821Ac8,ON transient small RF,051821A,051821A,051821A,051821A,8.55282586753895,500,36.6519886363636,2.515625,-59.5572916666667,999,139.293646223197,38.969696969697,0.08,0.193593012248192,0.236529594194102,-4.32846272321428,1.14149765519227,60.56,88,187.5,186.30745012002,-60.1347129315476,NaN,0.212121212121212,17.1776274664279,-62.546875
052918B,MultiPulse,3,4908,622,052918B,71.4969,500,2.02813,500,-54.3008,052918Bc3,PixON,052918B,052918B,052918B,052918B,12.24563888387,150,66.9075,8.31145833333333,-56.1625,353,77.8126984126984,14.8333333333333,0.466666666666667,0.63883044863121,0.108592363799095,-4.45045012500001,0.849612065324606,143.3,30,274.15625,89.6457653049893,-54.3366385625,NaN,2.66666666666667,10.9048680947053,-55.3020833333333
052918B,MultiPulse_CC_hold0,4,4909,622,052918B,66.9688,500,3.61562,500,-53.8987,052918Bc1,OFF sustained alpha,052918B,052918B,052918B,052918B,NaN,250,65.1075,7.803125,-52.8025,999,126.37380952381,27.4,0.46,0.441285966752388,0.119969136395861,-6.44594031250001,0.851464850560213,23.9,55,292.625,92.7290583766494,-53.892643515625,NaN,2.8,NaN,-55.08875
072721A,MultiPulse,2,5226,66,072721A,60.1562,500,8.17188,500,-57.7193,072721Ac3,Local edge detector,072721A,072721A,072721A,072721A,7.17002178613132,288.889,41.48046875,11.5625,-54.496875,999,64.6827230988456,21.15,0.516,0.23511197239739,0.164605307621707,-6.62085065789473,1.10236600283418,257.06,44,170.3125,317.005703275728,-57.6093759078948,NaN,0.2,22.7910215169747,-55.146875
072721A,MultiPulse,5,5229,66,072721A,44.6719,500,8.54688,500,-59.3149,072721Ac5,HD2,072721A,072721A,072721A,072721A,9.39107391493886,277.778,26.234375,-0.034375,-57.853125,314.4446,73.1915170484598,27.9142857142857,0.132,0.242243914808576,0.075716468766749,0.354081562499992,0.727189491522228,41.44,69,182.8125,305.35629815628,-59.3149184875,NaN,0.0571428571428571,26.4227361705673,-58.1125
042221A,MultiPulse_stim500ms,5,5944,2501,042221A,64.6562,500,2.5625,500,-63.0075,042221Ac2,PixON,042221A,042221A,042221A,042221A,7.99794775929482,300,49.5625,3.03125,-61.665625,502.45713,89.1405046004574,24.75,0.72,0.214052839601944,0.638225255972696,-1.85081806818182,2.34605783548325,436.86,54,190.625,142.632740323114,-62.8895893409091,NaN,2.2,11.4831862620252,-60.525
052119A,MultiPulse_IC_hold0_control,3,5962,2508,052119A,51,500,6.04688,1000,-50.2341,052119Ac3,OFF sustained alpha,052119A,052119A,052119A,052119A,105.297260175542,250,41.7826704545455,-3.13020833333333,-47.21875,999,117.626528030303,38.4393939393939,0.273333333333333,0.509625938894445,0.0749947445600086,-12.0599509375,2.21664968979884,20.1,66,335.9375,63.5468955711598,-50.4014503571429,NaN,14.5454545454545,75.7959843677461,-47.4479166666667
052119A,MultiPulse_IC_hold0_control,5,5964,2508,052119A,36.1094,500,7.64062,1000,-39.3355,052119Ac4,OFF sustained alpha,052119A,052119A,052119A,052119A,1627.98906749155,25,25.2239583333333,-1.90625,-42.9947916666667,424.666666666667,12.5,65.0277777777778,0.64,1.01636220861064,0.85126050421912,-16.43407171875,2.55128469217851,169.64,82,164.84375,96.1108453097777,-39.4762367317708,NaN,59.3888888888889,1479.00136832256,-41.609375
110118B,MultiPulse_CC,2,6405,2617,110118B,55,500,4.8125,500,-55.3322,110118Bc4,OFF sustained alpha,110118B,110118B,110118B,110118B,NaN,200,39.359375,4.82142857142857,-60.2455357142857,214.285714285714,75.3849810842016,49.2142857142857,0.54,0.260186047720275,0.0340804570887697,-8.69165187500001,0.49943326134873,2.96,88,282.8125,139.853601711863,-55.3421954910714,NaN,49.4285714285714,NaN,-54.3526785714286
101119A,MultiPulse_IC_hold0_good,3,6720,2690,101119A,37.2969,500,5.92188,1000,-45.7936,101119Ac4,OFF sustained alpha,101119A,101119A,101119A,101119A,1286.69301714163,237.5,29.34375,-0.5625,-49.25,999,88.1696428571429,57.5,0.573333333333333,0.451483474168955,0.0295268802086302,-14.1301745138889,1.25986704471791,18.02,90,194.53125,91.9680175755932,-45.7935843055556,NaN,26.6666666666667,878.279855957497,-45.0729166666667
011423A,MultiPulse,2,6895,1723,011423A,45.9204,500,11.7861,500,-56.7388,011423Ac13,OFF transient medium RF,011423A,011423A,011423A,011423A,3.23583296289825,300,26.2931318046657,2.04375813426994,-57.9941396810582,815.56364,148.474945922499,35.9,0,0.248599916118434,0.121191527427806,-0.365383104576132,1.53158188903933,145.28,76,19.3213801774249,141.40601578456,-56.7387523854281,NaN,0,4.50289502113697,-57.7010987321477
011423A,MultiPulse,3,6896,1723,011423A,50.7668,500,7.71246,500,-57.2924,011423Ac12,F-mini-OFF,011423A,011423A,011423A,011423A,2833.62649093951,200,37.7866461395279,12.4096525733535,-60.0003430719624,831.9272,93.2828883333333,10.2,0,1.20914943086868,0.222814653412096,5.56192974260939,1.51774753189323,380.74,26,18.5163207449499,188.341158932141,-57.2924242364023,NaN,0,5044.6187157862,-53.2346403497592
011423A,MultiPulse,6,6899,1723,011423A,39.4316,500,5.42609,500,-59.8859,011423Ac9,F-mini-ON,011423A,011423A,011423A,011423A,6.41627744970097,163.636,26.2850776724442,1.1775174829193,-60.9181086388414,127.27256,51.6029943204191,15.3,0,0.318058464373144,0.0403060897696234,9.80840945337683,0.987167891908152,336.98,32,14.4910345391999,325.918578950962,-59.8858796436304,NaN,0,29.4647535731689,-60.2257591337869
011423A,MultiPulse,9,6902,1723,011423A,26.6796,500,4.81425,500,-62.5644,011423Ac8,F-mini-ON,011423A,011423A,011423A,011423A,8.94603727316853,163.636,19.2784060185257,-2.02982385079599,-62.8341456750411,98.18172,44.301728750731,12.8,0,0.248085386147933,0.0507516644840518,9.82180329579653,0.839583700691092,141.5,27,17.7112669458495,288.354929565302,-62.5644292901107,NaN,0,25.3267287552748,-62.1836591209595
011423A,MultiPulse,13,6906,1723,011423A,45.212,500,10.4014,500,-61.1033,011423Ac7,HD1,011423A,011423A,011423A,011423A,13.5067661300669,200,33.8794481996251,-7.04693190185925,-63.6005605437029,999,71.272756,30.6,0,0.11495284631067,0.126589982296572,5.40692104253413,0.638816086959189,132.94,64,16.1011534422506,223.328815258346,-61.1033175869855,NaN,0,30.6933024297692,-62.9436335081575
011423A,MultiPulse,14,6907,1723,011423A,36.1953,500,11.8988,500,-54.838,011423Ac10,F-mini-OFF,011423A,011423A,011423A,011423A,5.58242090443836,163.636,21.7821329998045,3.74081513829258,-56.136067053904,119.99996,61.502536,10.9,0,0.507095596117882,0.200570517537069,3.18303677162454,1.30151758234774,86.2,26,22.5416069198999,201.18174604057,-54.8380090503091,NaN,0,11.3117319473277,-54.5678152526312
011423A,MultiPulse,15,6908,1723,011423A,65.5799,500,12.3013,500,-60.6885,011423Ac3,HD2,011423A,011423A,011423A,011423A,8.57338194984376,200,49.1057375576656,14.6058434425886,-61.2047091088603,802.83636,93.2066413181818,28.4,0,0.168786393711886,0.0373680494136438,0.170450208980817,0.335560549616676,312.36,59,16.9062090788252,233.055164570353,-60.6885294910893,NaN,0,19.9387176927665,-61.0340368720148
011323A,MultiPulse,2,6910,1633,011323A,41.0901,500,11.1903,500,-51.4193,011323Ac11,F-mini-ON,011323A,011323A,011323A,011323A,7.94436478629011,200,26.8727697779768,1.55428408617991,-47.203151746198,40.00002,81.4112911428571,6.9,0,0.4234550707084,0.302093491224605,0.665341261942025,1.23297765956336,89.58,15,19.3213683666077,211.073848120305,-51.4193029244352,NaN,0,16.8502509942203,-47.2417943942595
011323A,MultiPulse,3,6911,1633,011323A,50.6863,500,12.1564,500,-60.6476,011323Ac13,F-mini-ON,011323A,011323A,011323A,011323A,6.54564936377003,200,30.1225139077979,9.19587151002292,-61.3045362396885,47.27276,81.6398012987013,11,0,1.97346152524874,0.302300695559123,1.46268252719728,2.62103796899145,200,24,15.2960946134002,204.708122793379,-60.6476024146455,NaN,0,13.6754689804655,-60.9792929844701
011323A,MultiPulse,4,6912,1633,011323A,49.9618,500,1.17538,500,-68.3549,011323Ac8,HD2,011323A,011323A,011323A,011323A,3.91344189710425,200,38.7473549840301,5.05466602224375,-67.7675393674727,810.1091,112.898582412088,21.7,0,0.398597473581599,0.2472498663814,2.19506704803446,1.03859564259637,62.4,53,14.4910388020499,277.18949113594,-68.3548819372293,NaN,0,11.8329721664978,-67.8738070323381
011323A,MultiPulse,6,6914,1633,011323A,45.5823,500,3.33294,500,-61.2358,011323Ac9,Local edge detector,011323A,011323A,011323A,011323A,8.24019562216232,150,40.9478399567689,0.755669074361767,-62.2673852315787,999,56.636357,14.2,0,0.115046247784424,0.0799698795180723,-1.23186837515596,0.342850086097592,197.62,30,22.5416090313249,335.605890256097,-61.235762095316,NaN,0,27.0454884201024,-62.3285696248853
011323A,MultiPulse,7,6915,1633,011323A,54.2608,500,8.67853,500,-61.4191,011323Ac2,Local edge detector,011323A,011323A,011323A,011323A,4.6029412478234,127.273,35.4224660813144,0.114843491282084,-62.1031535065585,105.45452,41.991149189261,15.1,0,0.949801478422301,0.22634279120863,8.51106418218207,1.41895594853034,249.46,35,17.7112687533754,325.18208228747,-61.419091743318,NaN,0,14.8958135596881,-63.5715786806802
011323A,MultiPulse,8,6916,1633,011323A,54.4379,500,12.4784,500,-57.1862,011323Ac14,Local edge detector,011323A,011323A,011323A,011323A,10.9803710464345,200,49.1218257068321,18.1706278992293,-56.8187558989962,999,66.112588,20.4,0,0.136217799517739,0.152051681975767,-3.21802715072334,0.318600537315107,148.52,44,20.1264370161752,289.958308209379,-57.1861826482561,NaN,0,30.4073559061665,-56.3936855522083
011323A,MultiPulse,9,6917,1633,011323A,49.9618,500,5.00746,500,-61.7217,011323Ac6,ON transient small RF,011323A,011323A,011323A,011323A,3.29254871580862,250,32.757735031865,4.20130711338409,-60.2096581785701,999,131.003082079653,33.0666666666667,0.08,0.301587019720112,0.190747030288813,0.740743582394138,1.1555774512879,36.58,73,260.838214025882,157.206910353309,-61.7217146991778,NaN,0.266666666666667,5.16698634379487,-59.3691780330702
011323A,MultiPulse,13,6921,1633,011323A,33.5065,500,4.29901,500,-64.1127,011323Ac3,F-mini-OFF,011323A,011323A,011323A,011323A,7.57138018787063,200,25.1660570126229,3.46387533861726,-64.9144151244295,90.90922,79.3506875,9.9,0,0.278495595002441,0.162213000320185,3.82930975665607,0.76857910037237,52.84,23,16.9062054362502,235.069735735514,-64.1127381485301,NaN,0,16.6715819666841,-61.4333459805609
011323A,MultiPulse,15,6923,1633,011323A,46.3712,500,3.94478,500,-62.9219,011323Ac4,F-mini-ON,011323A,011323A,011323A,011323A,6.90832548032879,200,27.7207669928553,1.87952668431848,-62.7214376218165,76.3637,62.4718910833333,8.4,0,0.360604013446162,0.32491419065807,5.17184873478162,1.82986730858669,47.38,21,16.9062103197746,189.875394971747,-62.9218585587491,NaN,0,13.290767271776,-62.6570330076145
011023A,MultiPulse,9,6955,2061,011023A,39.1901,500,5.31338,500,-64.2434,011023Ac9,F-mini-ON,011023A,011023A,011023A,011023A,8.36760159261094,200,19.474300841384,-8.09136686941889,-66.989283892788,999,73.9234710526316,22.5,0,0.821126217191305,0.0997218701309465,-0.795426187325887,1.09825784333122,31.88,45,30.5921549286154,266.920726452677,-64.8413624270529,NaN,0,22.3348629576629,-65.9266090282478
011023B,MultiPulse,2,6957,2061,011023B,47.8412,500,5.99223,500,-64.6746,011023Bc5,ON transient small RF,011023B,011023B,011023B,011023B,7.00955800721969,200,43.0463469864603,4.25968408279529,-64.9731469289801,999,85.2377117052139,27.9,0,0.105622688617552,0.225636415592456,0.638561723789977,0.582207194936617,88.18,61,22.5514115816996,150.975517237682,-64.6746396179944,NaN,0,11.7282239566001,-64.4899023923533
050223A,MultiPulse,2,6989,1832,050223A,58.7369,500,16.2944,500,-57.5228,050223Ac4,ON vertical OS large RF,050223A,050223A,050223A,050223A,4.87544999277814,81.8182,39.0505854802275,6.12055960053806,-46.8102835481323,256.364,20.1361680986099,14.25,0.576,0.81565609286732,0.2102689356838,-1.74838453542691,2.12482873534506,26.12,30,235.076447463705,149.540368568245,-57.5227646041758,NaN,4.2,7.20511584660826,-55.2859265398236
051123A,MultiPulse,2,6993,1614,051123A,51.266,500,6.63368,500,-44.1589,051123Ac3,OFF horizontal OS - symmetric,051123A,051123A,051123A,051123A,13.7148468721733,81.8182,37.6095255990103,13.7557049836512,-44.1278333893694,234.5456,29.9479903236957,18.8166666666667,0.848,0.227566976478302,0.223958145097859,-7.03510934263353,2.45693149333194,19.7,31,175.502189920352,214.823240064525,-44.1588560753698,NaN,20.4666666666667,28.40461445404,-46.1114945220808
051123A,MultiPulse,4,6995,1614,051123A,41.557,500,14.8614,500,-51.8627,051123Ac7,PixON,051123A,051123A,051123A,051123A,21.9131805817811,190.909,22.6891647472406,5.55057932643698,-52.5809337401341,267.2728,62.6020755336257,27.6,0.932,0.0569111736866694,0.0259171062733315,0.269748208580317,0.21074567153625,31.46,59,141.68988826193,100.279432834151,-51.862731954993,NaN,1.6,20.2769545861385,-51.7565551278463
051123A,MultiPulse,5,6996,1614,051123A,57.7064,500,0.225416,500,-52.6994,051123Ac8,OFF transient medium RF,051123A,051123A,051123A,051123A,10.1094558088839,81.8182,40.1857107955479,12.1423741932904,-55.3728726467869,136.364,27.2698132037214,36.6166666666667,0.54,0.128986720796246,0.025749245581811,-2.51059095763316,0.697507807452366,29.56,71,309.946571186658,148.668250296067,-52.6993810196407,NaN,29.2666666666667,14.6475237964426,-50.8452324763851
051123A,MultiPulse,7,6998,1614,051123A,73.2279,500,4.46002,500,-56.9581,051123Ac4,M2,051123A,051123A,051123A,051123A,2.51256702914797,300,47.9518193972544,18.3767220255225,-57.2470464395007,999,128.18213,27.45,0.644,0.222932085960337,0.39505979424513,-8.5172990335202,1.1359157571138,106.74,53,316.387068217243,123.730656619125,-56.958118222862,NaN,6.6,3.15306343944611,-60.270842360635
051123A,MultiPulse,9,7000,1614,051123A,54.2769,500,20.4002,500,-60.4747,051123Ac10,ON transient small RF,051123A,051123A,051123A,051123A,12.5586828195341,245.455,39.2142889126682,4.92907680492374,-51.9207867326891,804.65454,109.96215848331,25.5333333333333,0.656,1.16913477659882,0.17474865217427,-3.63037194190301,2.13502945315055,274.18,55,209.314572313365,151.879368429537,-60.4747181326579,NaN,3.73333333333333,19.1759887828216,-58.1519312579461
051123A,MultiPulse,11,7002,1614,051123A,38.0309,500,10.7878,500,-56.7398,051123Ac1,OFF vertical OS - asymmetric,051123A,051123A,051123A,051123A,16.526586021302,190.909,25.5793180038806,-1.90423546244226,-55.1764386614681,999,56.9507500047655,30.45,0.676,0.236439435000159,0.0506829886634581,-2.39169276084976,2.42521511994765,56.7,61,189.99331517523,180.451257441074,-56.7397528665546,NaN,5,18.7886329015755,-50.8935341067772
061223A,MultiPulse,14,7014,2927,061223A,57.2234,500,13.3318,500,-53.9796,061223Ac27,ON transient small RF,061223A,061223A,061223A,061223A,14.3558645853765,221.739,40.2219402052572,0.0826422652614651,-52.970581630546,719.4,63.4903414814815,26.5166666666667,0.796,0.340367168954649,0.220818975392126,-10.9836121408515,2.57581681086162,47.1,55,188.383157094278,153.773234554969,-53.979612671877,NaN,2.46666666666667,22.0131498736974,-51.2284380635275
061223A,MultiPulse,20,7020,2927,061223A,56.3057,500,4.97526,500,-59.0921,061223Ac26,ON transient medium RF,061223A,061223A,061223A,061223A,2248.89544751936,300,39.1025228903518,-1.63051606334479,-59.095458298143,10.2041,195.29791627907,36.3953488372093,0.4,0.415949012999954,0.164516034133531,-7.35682854768699,3.92138375312423,222.84,71,312.361892010247,86.2294237670075,-59.0163506989275,NaN,3.58139534883721,1939.20958551841,-59.417481305701
061223A,MultiPulse,24,7024,2927,061223A,65.6282,500,7.27773,500,-55.7811,061223Ac24,ON bursty,061223A,061223A,061223A,061223A,7.48508896424575,300,56.2224339997561,14.5994028979539,-53.943090773419,32.2033666666667,171.512488095238,37.6888888888889,0.306666666666667,0.244757217431621,0.175498062106311,-7.14197374905926,2.04002978355716,442.94,79,272.10897342084,90.5960507664948,-55.7810688004032,NaN,0.0888888888888889,6.67115211602884,-52.0377885321966
