spot_size,on_spikes,off_spikes,cell_type,cell_id,dataset_name,cell_new_id
160,57,3,ON alpha,"081518Ac1",SpotsMultiSize,2472
224,75,1,ON alpha,"081518Ac1",SpotsMultiSize,2472
314,106,0,ON alpha,"081518Ac1",SpotsMultiSize,2472
439,139,1,ON alpha,"081518Ac1",SpotsMultiSize,2472
614,127,5,ON alpha,"081518Ac1",SpotsMultiSize,2472
858,133,2,ON alpha,"081518Ac1",SpotsMultiSize,2472
1200,96,2,ON alpha,"081518Ac1",SpotsMultiSize,2472
30,20.3333333333333,0.666666666666667,ON alpha,"081617Ac3",SpotsMultiSize,2473
42,33.5,0,ON alpha,"081617Ac3",SpotsMultiSize,2473
59,48.3333333333333,0.666666666666667,ON alpha,"081617Ac3",SpotsMultiSize,2473
82,76.3333333333333,2,ON alpha,"081617Ac3",SpotsMultiSize,2473
115,105.333333333333,1.33333333333333,ON alpha,"081617Ac3",SpotsMultiSize,2473
160,137.333333333333,3.66666666666667,ON alpha,"081617Ac3",SpotsMultiSize,2473
224,154,3,ON alpha,"081617Ac3",SpotsMultiSize,2473
314,144.333333333333,2.66666666666667,ON alpha,"081617Ac3",SpotsMultiSize,2473
439,134.5,3,ON alpha,"081617Ac3",SpotsMultiSize,2473
614,110.666666666667,0.666666666666667,ON alpha,"081617Ac3",SpotsMultiSize,2473
858,80,1,ON alpha,"081617Ac3",SpotsMultiSize,2473
1200,65.3333333333333,0,ON alpha,"081617Ac3",SpotsMultiSize,2473
30,1,0,ON alpha,"082319Bc5",SpotsMultiSize,2474
42,3.5,0,ON alpha,"082319Bc5",SpotsMultiSize,2474
59,9.5,0,ON alpha,"082319Bc5",SpotsMultiSize,2474
82,23,0,ON alpha,"082319Bc5",SpotsMultiSize,2474
115,32.5,0,ON alpha,"082319Bc5",SpotsMultiSize,2474
160,62.5,0.5,ON alpha,"082319Bc5",SpotsMultiSize,2474
224,78.5,2,ON alpha,"082319Bc5",SpotsMultiSize,2474
314,89.5,5,ON alpha,"082319Bc5",SpotsMultiSize,2474
439,84,6,ON alpha,"082319Bc5",SpotsMultiSize,2474
614,64.5,3,ON alpha,"082319Bc5",SpotsMultiSize,2474
858,58,5,ON alpha,"082319Bc5",SpotsMultiSize,2474
1200,54,3,ON alpha,"082319Bc5",SpotsMultiSize,2474
30,0,0,ON alpha,"082319Bc6",SpotsMultiSize,2475
42,2.5,0,ON alpha,"082319Bc6",SpotsMultiSize,2475
59,17.5,0,ON alpha,"082319Bc6",SpotsMultiSize,2475
82,39.5,0,ON alpha,"082319Bc6",SpotsMultiSize,2475
115,66.5,0,ON alpha,"082319Bc6",SpotsMultiSize,2475
160,98.5,4,ON alpha,"082319Bc6",SpotsMultiSize,2475
224,110.5,4,ON alpha,"082319Bc6",SpotsMultiSize,2475
314,120,4.5,ON alpha,"082319Bc6",SpotsMultiSize,2475
439,132.5,6,ON alpha,"082319Bc6",SpotsMultiSize,2475
614,121,3.5,ON alpha,"082319Bc6",SpotsMultiSize,2475
858,120,5,ON alpha,"082319Bc6",SpotsMultiSize,2475
1200,116,3.5,ON alpha,"082319Bc6",SpotsMultiSize,2475
30,4,0,ON alpha,"082319Bc9",SpotsMultiSize,2476
42,9,0,ON alpha,"082319Bc9",SpotsMultiSize,2476
59,22,0,ON alpha,"082319Bc9",SpotsMultiSize,2476
82,50,0,ON alpha,"082319Bc9",SpotsMultiSize,2476
115,79,0,ON alpha,"082319Bc9",SpotsMultiSize,2476
160,119,1,ON alpha,"082319Bc9",SpotsMultiSize,2476
224,146,2,ON alpha,"082319Bc9",SpotsMultiSize,2476
314,152,2,ON alpha,"082319Bc9",SpotsMultiSize,2476
439,144,0,ON alpha,"082319Bc9",SpotsMultiSize,2476
614,147,0,ON alpha,"082319Bc9",SpotsMultiSize,2476
858,159,1,ON alpha,"082319Bc9",SpotsMultiSize,2476
1200,123,0,ON alpha,"082319Bc9",SpotsMultiSize,2476
30,22.3333333333333,0,ON alpha,"082919Ac6",SpotsMultiSize,2477
42,39.5,2,ON alpha,"082919Ac6",SpotsMultiSize,2477
59,50,1.5,ON alpha,"082919Ac6",SpotsMultiSize,2477
82,76.5,0,ON alpha,"082919Ac6",SpotsMultiSize,2477
115,101,1,ON alpha,"082919Ac6",SpotsMultiSize,2477
160,119.5,0,ON alpha,"082919Ac6",SpotsMultiSize,2477
224,142,0,ON alpha,"082919Ac6",SpotsMultiSize,2477
314,162.5,0.5,ON alpha,"082919Ac6",SpotsMultiSize,2477
439,163.5,0,ON alpha,"082919Ac6",SpotsMultiSize,2477
614,143,0,ON alpha,"082919Ac6",SpotsMultiSize,2477
858,142,0.5,ON alpha,"082919Ac6",SpotsMultiSize,2477
1200,137.5,0,ON alpha,"082919Ac6",SpotsMultiSize,2477
30,58,4.5,ON alpha,"090617Bc2",SpotsMultiSize_CA,2478
42,72.3333333333333,5,ON alpha,"090617Bc2",SpotsMultiSize_CA,2478
59,88.3333333333333,4.66666666666667,ON alpha,"090617Bc2",SpotsMultiSize_CA,2478
82,104,4,ON alpha,"090617Bc2",SpotsMultiSize_CA,2478
115,119,3,ON alpha,"090617Bc2",SpotsMultiSize_CA,2478
160,150,4.66666666666667,ON alpha,"090617Bc2",SpotsMultiSize_CA,2478
224,166.333333333333,4,ON alpha,"090617Bc2",SpotsMultiSize_CA,2478
314,182.666666666667,8.33333333333333,ON alpha,"090617Bc2",SpotsMultiSize_CA,2478
439,193,11.6666666666667,ON alpha,"090617Bc2",SpotsMultiSize_CA,2478
614,195.666666666667,9,ON alpha,"090617Bc2",SpotsMultiSize_CA,2478
858,204,15.75,ON alpha,"090617Bc2",SpotsMultiSize_CA,2478
1200,198.666666666667,13.3333333333333,ON alpha,"090617Bc2",SpotsMultiSize_CA,2478
30,17,1,ON alpha,"090717Bc3",SpotsMultiSize_CA,2479
42,22,1,ON alpha,"090717Bc3",SpotsMultiSize_CA,2479
59,46,2,ON alpha,"090717Bc3",SpotsMultiSize_CA,2479
82,66,3,ON alpha,"090717Bc3",SpotsMultiSize_CA,2479
115,88,3,ON alpha,"090717Bc3",SpotsMultiSize_CA,2479
160,132,2,ON alpha,"090717Bc3",SpotsMultiSize_CA,2479
224,167,2,ON alpha,"090717Bc3",SpotsMultiSize_CA,2479
314,175,3,ON alpha,"090717Bc3",SpotsMultiSize_CA,2479
439,165,1,ON alpha,"090717Bc3",SpotsMultiSize_CA,2479
614,146,0,ON alpha,"090717Bc3",SpotsMultiSize_CA,2479
858,135,1,ON alpha,"090717Bc3",SpotsMultiSize_CA,2479
1200,135,4,ON alpha,"090717Bc3",SpotsMultiSize_CA,2479
30,77.5,7.5,ON alpha,"090717Bc4",SpotsMultiSize,2480
42,80.5,7.5,ON alpha,"090717Bc4",SpotsMultiSize,2480
59,94.5,10,ON alpha,"090717Bc4",SpotsMultiSize,2480
82,112.5,12,ON alpha,"090717Bc4",SpotsMultiSize,2480
115,129,14,ON alpha,"090717Bc4",SpotsMultiSize,2480
160,146.5,12.5,ON alpha,"090717Bc4",SpotsMultiSize,2480
224,148.666666666667,16.3333333333333,ON alpha,"090717Bc4",SpotsMultiSize,2480
314,147.5,19,ON alpha,"090717Bc4",SpotsMultiSize,2480
439,147,14.5,ON alpha,"090717Bc4",SpotsMultiSize,2480
614,152,24,ON alpha,"090717Bc4",SpotsMultiSize,2480
858,143.5,21,ON alpha,"090717Bc4",SpotsMultiSize,2480
1200,151.5,25.5,ON alpha,"090717Bc4",SpotsMultiSize,2480
30,1,0,ON alpha,"091217Bc2",SpotsMultiSize_CA,2481
42,3,0,ON alpha,"091217Bc2",SpotsMultiSize_CA,2481
59,8,0,ON alpha,"091217Bc2",SpotsMultiSize_CA,2481
82,24,0,ON alpha,"091217Bc2",SpotsMultiSize_CA,2481
115,58,0,ON alpha,"091217Bc2",SpotsMultiSize_CA,2481
160,96,1,ON alpha,"091217Bc2",SpotsMultiSize_CA,2481
224,127,1.5,ON alpha,"091217Bc2",SpotsMultiSize_CA,2481
314,150,1,ON alpha,"091217Bc2",SpotsMultiSize_CA,2481
439,147,1,ON alpha,"091217Bc2",SpotsMultiSize_CA,2481
614,144,3,ON alpha,"091217Bc2",SpotsMultiSize_CA,2481
858,132,2,ON alpha,"091217Bc2",SpotsMultiSize_CA,2481
1200,131,1,ON alpha,"091217Bc2",SpotsMultiSize_CA,2481
30,0.666666666666667,0,ON alpha,"091217Bc3",SpotsMultiSize_CA,2482
42,2.33333333333333,0,ON alpha,"091217Bc3",SpotsMultiSize_CA,2482
59,12,0,ON alpha,"091217Bc3",SpotsMultiSize_CA,2482
82,23.6666666666667,0,ON alpha,"091217Bc3",SpotsMultiSize_CA,2482
115,63.3333333333333,0.333333333333333,ON alpha,"091217Bc3",SpotsMultiSize_CA,2482
160,113,2,ON alpha,"091217Bc3",SpotsMultiSize_CA,2482
224,157,2.33333333333333,ON alpha,"091217Bc3",SpotsMultiSize_CA,2482
314,168.333333333333,3,ON alpha,"091217Bc3",SpotsMultiSize_CA,2482
439,135,0.5,ON alpha,"091217Bc3",SpotsMultiSize_CA,2482
614,111,0.333333333333333,ON alpha,"091217Bc3",SpotsMultiSize_CA,2482
858,93.3333333333333,0.333333333333333,ON alpha,"091217Bc3",SpotsMultiSize_CA,2482
1200,102.8,0.6,ON alpha,"091217Bc3",SpotsMultiSize_CA,2482
10,0,0,ON alpha,"091715Ac1",SpotsMultiSize,2483
73,10,0,ON alpha,"091715Ac1",SpotsMultiSize,2483
135,52.3333333333333,1,ON alpha,"091715Ac1",SpotsMultiSize,2483
198,105.666666666667,5.33333333333333,ON alpha,"091715Ac1",SpotsMultiSize,2483
261,116.666666666667,5.33333333333333,ON alpha,"091715Ac1",SpotsMultiSize,2483
323,125.333333333333,8.33333333333333,ON alpha,"091715Ac1",SpotsMultiSize,2483
386,118.333333333333,5.33333333333333,ON alpha,"091715Ac1",SpotsMultiSize,2483
448,114,4,ON alpha,"091715Ac1",SpotsMultiSize,2483
511,113.666666666667,5.33333333333333,ON alpha,"091715Ac1",SpotsMultiSize,2483
574,104.666666666667,5,ON alpha,"091715Ac1",SpotsMultiSize,2483
636,107.333333333333,5.33333333333333,ON alpha,"091715Ac1",SpotsMultiSize,2483
699,114.333333333333,7,ON alpha,"091715Ac1",SpotsMultiSize,2483
762,102.666666666667,4.33333333333333,ON alpha,"091715Ac1",SpotsMultiSize,2483
824,97,6.33333333333333,ON alpha,"091715Ac1",SpotsMultiSize,2483
887,93,5,ON alpha,"091715Ac1",SpotsMultiSize,2483
949,89,3.66666666666667,ON alpha,"091715Ac1",SpotsMultiSize,2483
1012,84.6666666666667,5,ON alpha,"091715Ac1",SpotsMultiSize,2483
1075,95,7.33333333333333,ON alpha,"091715Ac1",SpotsMultiSize,2483
1137,90,6.33333333333333,ON alpha,"091715Ac1",SpotsMultiSize,2483
1200,91,8.66666666666667,ON alpha,"091715Ac1",SpotsMultiSize,2483
30,0,0,ON alpha,"092717Bc1",SpotsMultiSize,2484
42,7,0,ON alpha,"092717Bc1",SpotsMultiSize,2484
59,51,0,ON alpha,"092717Bc1",SpotsMultiSize,2484
82,91,3,ON alpha,"092717Bc1",SpotsMultiSize,2484
115,148,5,ON alpha,"092717Bc1",SpotsMultiSize,2484
160,247,11,ON alpha,"092717Bc1",SpotsMultiSize,2484
224,273,3,ON alpha,"092717Bc1",SpotsMultiSize,2484
314,283,2,ON alpha,"092717Bc1",SpotsMultiSize,2484
439,273,2,ON alpha,"092717Bc1",SpotsMultiSize,2484
614,248,3,ON alpha,"092717Bc1",SpotsMultiSize,2484
858,236,2,ON alpha,"092717Bc1",SpotsMultiSize,2484
1200,206,2,ON alpha,"092717Bc1",SpotsMultiSize,2484
30,0.5,0,ON alpha,"092717Bc2",SpotsMultiSize,2485
42,3,0,ON alpha,"092717Bc2",SpotsMultiSize,2485
59,8,0,ON alpha,"092717Bc2",SpotsMultiSize,2485
82,26,0.5,ON alpha,"092717Bc2",SpotsMultiSize,2485
115,49.5,1,ON alpha,"092717Bc2",SpotsMultiSize,2485
160,89,1.5,ON alpha,"092717Bc2",SpotsMultiSize,2485
224,130.5,1.5,ON alpha,"092717Bc2",SpotsMultiSize,2485
314,138.5,1.5,ON alpha,"092717Bc2",SpotsMultiSize,2485
439,117,0.5,ON alpha,"092717Bc2",SpotsMultiSize,2485
614,101,0.5,ON alpha,"092717Bc2",SpotsMultiSize,2485
858,87.3333333333333,0.666666666666667,ON alpha,"092717Bc2",SpotsMultiSize,2485
1200,67.5,1.5,ON alpha,"092717Bc2",SpotsMultiSize,2485
30,1,1,ON alpha,"093019Ac16",SpotsMultiSize,2486
42,0,0,ON alpha,"093019Ac16",SpotsMultiSize,2486
59,2,0,ON alpha,"093019Ac16",SpotsMultiSize,2486
82,10,0,ON alpha,"093019Ac16",SpotsMultiSize,2486
115,23.3333333333333,0,ON alpha,"093019Ac16",SpotsMultiSize,2486
160,58.3333333333333,0,ON alpha,"093019Ac16",SpotsMultiSize,2486
224,127,0,ON alpha,"093019Ac16",SpotsMultiSize,2486
314,155.5,0.5,ON alpha,"093019Ac16",SpotsMultiSize,2486
439,161.5,0,ON alpha,"093019Ac16",SpotsMultiSize,2486
614,144.5,0.5,ON alpha,"093019Ac16",SpotsMultiSize,2486
858,144.5,0,ON alpha,"093019Ac16",SpotsMultiSize,2486
1200,115.333333333333,0,ON alpha,"093019Ac16",SpotsMultiSize,2486
10,6,2.33333333333333,ON alpha,"100314Ac3",SpotsMultiSize,2487
95,149.333333333333,6.66666666666667,ON alpha,"100314Ac3",SpotsMultiSize,2487
180,210.666666666667,10.3333333333333,ON alpha,"100314Ac3",SpotsMultiSize,2487
265,220,7.33333333333333,ON alpha,"100314Ac3",SpotsMultiSize,2487
350,212.333333333333,6.66666666666667,ON alpha,"100314Ac3",SpotsMultiSize,2487
435,214,5.33333333333333,ON alpha,"100314Ac3",SpotsMultiSize,2487
520,207.666666666667,8.66666666666667,ON alpha,"100314Ac3",SpotsMultiSize,2487
605,210.666666666667,6.66666666666667,ON alpha,"100314Ac3",SpotsMultiSize,2487
690,211,6.33333333333333,ON alpha,"100314Ac3",SpotsMultiSize,2487
775,209,8.66666666666667,ON alpha,"100314Ac3",SpotsMultiSize,2487
860,207.333333333333,7.33333333333333,ON alpha,"100314Ac3",SpotsMultiSize,2487
945,208.333333333333,6.66666666666667,ON alpha,"100314Ac3",SpotsMultiSize,2487
1030,209,5.33333333333333,ON alpha,"100314Ac3",SpotsMultiSize,2487
1115,208.333333333333,7.33333333333333,ON alpha,"100314Ac3",SpotsMultiSize,2487
1200,205,7.33333333333333,ON alpha,"100314Ac3",SpotsMultiSize,2487
30,37,3,ON alpha,"100319Ac1",SpotsMultiSize,2488
42,87,5,ON alpha,"100319Ac1",SpotsMultiSize,2488
59,134,13,ON alpha,"100319Ac1",SpotsMultiSize,2488
82,168,22,ON alpha,"100319Ac1",SpotsMultiSize,2488
115,169,25,ON alpha,"100319Ac1",SpotsMultiSize,2488
160,202,70,ON alpha,"100319Ac1",SpotsMultiSize,2488
224,188.5,90,ON alpha,"100319Ac1",SpotsMultiSize,2488
314,197.5,114.5,ON alpha,"100319Ac1",SpotsMultiSize,2488
439,204.5,88.5,ON alpha,"100319Ac1",SpotsMultiSize,2488
614,201,88,ON alpha,"100319Ac1",SpotsMultiSize,2488
858,209,94,ON alpha,"100319Ac1",SpotsMultiSize,2488
1200,190,84,ON alpha,"100319Ac1",SpotsMultiSize,2488
30,0,0,ON alpha,"100319Ac10",SpotsMultiSize,2489
42,6.5,0,ON alpha,"100319Ac10",SpotsMultiSize,2489
59,40,0,ON alpha,"100319Ac10",SpotsMultiSize,2489
82,60.5,0,ON alpha,"100319Ac10",SpotsMultiSize,2489
115,95,0,ON alpha,"100319Ac10",SpotsMultiSize,2489
160,138,3,ON alpha,"100319Ac10",SpotsMultiSize,2489
224,146,3,ON alpha,"100319Ac10",SpotsMultiSize,2489
314,127,1,ON alpha,"100319Ac10",SpotsMultiSize,2489
439,137,12,ON alpha,"100319Ac10",SpotsMultiSize,2489
614,81,0,ON alpha,"100319Ac10",SpotsMultiSize,2489
858,73,0,ON alpha,"100319Ac10",SpotsMultiSize,2489
1200,36,0,ON alpha,"100319Ac10",SpotsMultiSize,2489
30,0.5,0,ON alpha,"100319Ac14",SpotsMultiSize,2490
42,5,0,ON alpha,"100319Ac14",SpotsMultiSize,2490
59,9,0,ON alpha,"100319Ac14",SpotsMultiSize,2490
82,30,0,ON alpha,"100319Ac14",SpotsMultiSize,2490
115,57,0,ON alpha,"100319Ac14",SpotsMultiSize,2490
160,112.5,0,ON alpha,"100319Ac14",SpotsMultiSize,2490
224,148,1,ON alpha,"100319Ac14",SpotsMultiSize,2490
314,143.5,1,ON alpha,"100319Ac14",SpotsMultiSize,2490
439,124.5,0.5,ON alpha,"100319Ac14",SpotsMultiSize,2490
614,109,0,ON alpha,"100319Ac14",SpotsMultiSize,2490
858,75.5,0,ON alpha,"100319Ac14",SpotsMultiSize,2490
1200,57.5,0,ON alpha,"100319Ac14",SpotsMultiSize,2490
30,3,3,ON alpha,"100716Ac6",SpotsMultiSize,2491
39,8,0,ON alpha,"100716Ac6",SpotsMultiSize,2491
51,13,0,ON alpha,"100716Ac6",SpotsMultiSize,2491
66,35,2,ON alpha,"100716Ac6",SpotsMultiSize,2491
86,50,0,ON alpha,"100716Ac6",SpotsMultiSize,2491
112,66.5,0,ON alpha,"100716Ac6",SpotsMultiSize,2491
146,83,0,ON alpha,"100716Ac6",SpotsMultiSize,2491
190,111,0,ON alpha,"100716Ac6",SpotsMultiSize,2491
247,122,2,ON alpha,"100716Ac6",SpotsMultiSize,2491
321,109,1,ON alpha,"100716Ac6",SpotsMultiSize,2491
418,99.5,0,ON alpha,"100716Ac6",SpotsMultiSize,2491
544,77,0,ON alpha,"100716Ac6",SpotsMultiSize,2491
708,76.5,1.5,ON alpha,"100716Ac6",SpotsMultiSize,2491
922,65,0,ON alpha,"100716Ac6",SpotsMultiSize,2491
1200,56,0.333333333333333,ON alpha,"100716Ac6",SpotsMultiSize,2491
10,0,0,ON alpha,"101615Ac3",SpotsMultiSize,2492
73,4.5,0,ON alpha,"101615Ac3",SpotsMultiSize,2492
135,18.5,0.25,ON alpha,"101615Ac3",SpotsMultiSize,2492
198,70.25,2.75,ON alpha,"101615Ac3",SpotsMultiSize,2492
261,103,3.75,ON alpha,"101615Ac3",SpotsMultiSize,2492
323,121.25,3.5,ON alpha,"101615Ac3",SpotsMultiSize,2492
386,131.75,2.5,ON alpha,"101615Ac3",SpotsMultiSize,2492
448,130.5,3.25,ON alpha,"101615Ac3",SpotsMultiSize,2492
511,128.75,3.25,ON alpha,"101615Ac3",SpotsMultiSize,2492
574,128.25,2.5,ON alpha,"101615Ac3",SpotsMultiSize,2492
636,125.5,3.5,ON alpha,"101615Ac3",SpotsMultiSize,2492
699,119,3,ON alpha,"101615Ac3",SpotsMultiSize,2492
762,118,1.75,ON alpha,"101615Ac3",SpotsMultiSize,2492
824,120.5,3.25,ON alpha,"101615Ac3",SpotsMultiSize,2492
887,111.75,2.75,ON alpha,"101615Ac3",SpotsMultiSize,2492
949,119.25,4,ON alpha,"101615Ac3",SpotsMultiSize,2492
1012,107.5,2,ON alpha,"101615Ac3",SpotsMultiSize,2492
1075,104,2.5,ON alpha,"101615Ac3",SpotsMultiSize,2492
1137,101.75,2.5,ON alpha,"101615Ac3",SpotsMultiSize,2492
1200,101.75,3,ON alpha,"101615Ac3",SpotsMultiSize,2492
30,9,0,ON alpha,"112217Bc1",SpotsMultiSize,2493
42,16,0,ON alpha,"112217Bc1",SpotsMultiSize,2493
59,35,0.5,ON alpha,"112217Bc1",SpotsMultiSize,2493
82,87,4,ON alpha,"112217Bc1",SpotsMultiSize,2493
115,102,2,ON alpha,"112217Bc1",SpotsMultiSize,2493
160,149.5,5.5,ON alpha,"112217Bc1",SpotsMultiSize,2493
224,98,2.5,ON alpha,"112217Bc1",SpotsMultiSize,2493
314,123.5,2.5,ON alpha,"112217Bc1",SpotsMultiSize,2493
439,147.5,3.5,ON alpha,"112217Bc1",SpotsMultiSize,2493
614,149.5,5,ON alpha,"112217Bc1",SpotsMultiSize,2493
858,153.5,5,ON alpha,"112217Bc1",SpotsMultiSize,2493
1200,143,4,ON alpha,"112217Bc1",SpotsMultiSize,2493
10,0,1,ON alpha,"121115Bc1",SpotsMultiSize,2494
73,41,0,ON alpha,"121115Bc1",SpotsMultiSize,2494
135,68,1,ON alpha,"121115Bc1",SpotsMultiSize,2494
198,100,7,ON alpha,"121115Bc1",SpotsMultiSize,2494
261,118,7,ON alpha,"121115Bc1",SpotsMultiSize,2494
323,136,6,ON alpha,"121115Bc1",SpotsMultiSize,2494
386,137,3,ON alpha,"121115Bc1",SpotsMultiSize,2494
448,137,6,ON alpha,"121115Bc1",SpotsMultiSize,2494
511,143,0,ON alpha,"121115Bc1",SpotsMultiSize,2494
574,138,3,ON alpha,"121115Bc1",SpotsMultiSize,2494
636,123,3,ON alpha,"121115Bc1",SpotsMultiSize,2494
699,127,3,ON alpha,"121115Bc1",SpotsMultiSize,2494
762,115,5,ON alpha,"121115Bc1",SpotsMultiSize,2494
824,142,6,ON alpha,"121115Bc1",SpotsMultiSize,2494
887,106,3,ON alpha,"121115Bc1",SpotsMultiSize,2494
949,113,4,ON alpha,"121115Bc1",SpotsMultiSize,2494
1012,95.5,4.5,ON alpha,"121115Bc1",SpotsMultiSize,2494
1075,100.5,3,ON alpha,"121115Bc1",SpotsMultiSize,2494
1137,97,3,ON alpha,"121115Bc1",SpotsMultiSize,2494
1200,85.5,2,ON alpha,"121115Bc1",SpotsMultiSize,2494
10,0,0,ON alpha,"121715Ac10",SpotsMultiSize,2495
73,3,0,ON alpha,"121715Ac10",SpotsMultiSize,2495
135,36,1,ON alpha,"121715Ac10",SpotsMultiSize,2495
198,71,2,ON alpha,"121715Ac10",SpotsMultiSize,2495
261,93.5,4,ON alpha,"121715Ac10",SpotsMultiSize,2495
323,101.5,4,ON alpha,"121715Ac10",SpotsMultiSize,2495
386,102,4.5,ON alpha,"121715Ac10",SpotsMultiSize,2495
448,100.5,5,ON alpha,"121715Ac10",SpotsMultiSize,2495
511,97.5,5,ON alpha,"121715Ac10",SpotsMultiSize,2495
574,99.5,5.5,ON alpha,"121715Ac10",SpotsMultiSize,2495
636,100.5,2.5,ON alpha,"121715Ac10",SpotsMultiSize,2495
699,97.5,3.5,ON alpha,"121715Ac10",SpotsMultiSize,2495
762,100,5,ON alpha,"121715Ac10",SpotsMultiSize,2495
824,95.5,4.5,ON alpha,"121715Ac10",SpotsMultiSize,2495
887,99.5,3.5,ON alpha,"121715Ac10",SpotsMultiSize,2495
949,97.5,6,ON alpha,"121715Ac10",SpotsMultiSize,2495
1012,97.5,4.5,ON alpha,"121715Ac10",SpotsMultiSize,2495
1075,100.5,4.5,ON alpha,"121715Ac10",SpotsMultiSize,2495
1137,98,4.5,ON alpha,"121715Ac10",SpotsMultiSize,2495
1200,103,5,ON alpha,"121715Ac10",SpotsMultiSize,2495
10,1,0,ON alpha,"121715Ac3",SpotsMultiSize,2496
73,27,1.5,ON alpha,"121715Ac3",SpotsMultiSize,2496
135,69,2,ON alpha,"121715Ac3",SpotsMultiSize,2496
198,96.3333333333333,3,ON alpha,"121715Ac3",SpotsMultiSize,2496
261,116,4,ON alpha,"121715Ac3",SpotsMultiSize,2496
323,131,3.5,ON alpha,"121715Ac3",SpotsMultiSize,2496
386,133.5,2,ON alpha,"121715Ac3",SpotsMultiSize,2496
448,129.5,2.5,ON alpha,"121715Ac3",SpotsMultiSize,2496
511,123.5,2,ON alpha,"121715Ac3",SpotsMultiSize,2496
574,126,4,ON alpha,"121715Ac3",SpotsMultiSize,2496
636,128.5,1,ON alpha,"121715Ac3",SpotsMultiSize,2496
699,117.5,1.5,ON alpha,"121715Ac3",SpotsMultiSize,2496
762,120,4.5,ON alpha,"121715Ac3",SpotsMultiSize,2496
824,112.5,3.5,ON alpha,"121715Ac3",SpotsMultiSize,2496
887,116,4,ON alpha,"121715Ac3",SpotsMultiSize,2496
949,108.5,1,ON alpha,"121715Ac3",SpotsMultiSize,2496
1012,101.5,2,ON alpha,"121715Ac3",SpotsMultiSize,2496
1075,107.5,3.5,ON alpha,"121715Ac3",SpotsMultiSize,2496
1137,100.5,1,ON alpha,"121715Ac3",SpotsMultiSize,2496
1200,102.5,1,ON alpha,"121715Ac3",SpotsMultiSize,2496
10,0,0,ON alpha,"121715Ac5",SpotsMultiSize,2497
73,7,0,ON alpha,"121715Ac5",SpotsMultiSize,2497
135,32.6666666666667,1.33333333333333,ON alpha,"121715Ac5",SpotsMultiSize,2497
198,52.3333333333333,1.66666666666667,ON alpha,"121715Ac5",SpotsMultiSize,2497
261,73.5,2.5,ON alpha,"121715Ac5",SpotsMultiSize,2497
323,85.3333333333333,2.33333333333333,ON alpha,"121715Ac5",SpotsMultiSize,2497
386,94.5,3.5,ON alpha,"121715Ac5",SpotsMultiSize,2497
448,96.3333333333333,3.33333333333333,ON alpha,"121715Ac5",SpotsMultiSize,2497
511,100.5,3,ON alpha,"121715Ac5",SpotsMultiSize,2497
574,97.5,1.5,ON alpha,"121715Ac5",SpotsMultiSize,2497
636,97.5,2,ON alpha,"121715Ac5",SpotsMultiSize,2497
699,92.5,1.5,ON alpha,"121715Ac5",SpotsMultiSize,2497
762,96.5,2.5,ON alpha,"121715Ac5",SpotsMultiSize,2497
824,92.5,2.5,ON alpha,"121715Ac5",SpotsMultiSize,2497
887,92.6666666666667,1.66666666666667,ON alpha,"121715Ac5",SpotsMultiSize,2497
949,91.5,2.5,ON alpha,"121715Ac5",SpotsMultiSize,2497
1012,90.6666666666667,2.33333333333333,ON alpha,"121715Ac5",SpotsMultiSize,2497
1075,91,3,ON alpha,"121715Ac5",SpotsMultiSize,2497
1137,95.5,3,ON alpha,"121715Ac5",SpotsMultiSize,2497
1200,88,3,ON alpha,"121715Ac5",SpotsMultiSize,2497
30,10.5,0,ON alpha,"121917Bc1",SpotsMultiSize,2498
42,14,1,ON alpha,"121917Bc1",SpotsMultiSize,2498
59,33,1,ON alpha,"121917Bc1",SpotsMultiSize,2498
82,52,1.5,ON alpha,"121917Bc1",SpotsMultiSize,2498
115,67,0.5,ON alpha,"121917Bc1",SpotsMultiSize,2498
160,113,3,ON alpha,"121917Bc1",SpotsMultiSize,2498
224,129.5,2,ON alpha,"121917Bc1",SpotsMultiSize,2498
314,149.5,0.5,ON alpha,"121917Bc1",SpotsMultiSize,2498
439,169,1.5,ON alpha,"121917Bc1",SpotsMultiSize,2498
614,160,2.5,ON alpha,"121917Bc1",SpotsMultiSize,2498
858,158.5,2,ON alpha,"121917Bc1",SpotsMultiSize,2498
1200,138,1,ON alpha,"121917Bc1",SpotsMultiSize,2498
30,12.3333333333333,0.666666666666667,ON alpha,"121917Bc6",SpotsMultiSize_CA,2499
42,16.3333333333333,1.66666666666667,ON alpha,"121917Bc6",SpotsMultiSize_CA,2499
59,37,0.666666666666667,ON alpha,"121917Bc6",SpotsMultiSize_CA,2499
82,48.6666666666667,1.66666666666667,ON alpha,"121917Bc6",SpotsMultiSize_CA,2499
115,66.3333333333333,1.33333333333333,ON alpha,"121917Bc6",SpotsMultiSize_CA,2499
160,93.3333333333333,1,ON alpha,"121917Bc6",SpotsMultiSize_CA,2499
224,132,3,ON alpha,"121917Bc6",SpotsMultiSize_CA,2499
314,161,1.33333333333333,ON alpha,"121917Bc6",SpotsMultiSize_CA,2499
439,165,1.66666666666667,ON alpha,"121917Bc6",SpotsMultiSize_CA,2499
614,152,2,ON alpha,"121917Bc6",SpotsMultiSize_CA,2499
858,149.666666666667,1.66666666666667,ON alpha,"121917Bc6",SpotsMultiSize_CA,2499
