spot_size,on_spikes,off_spikes,cell_type,cell_id,dataset_name,cell_new_id
30,4.6,5.2,EW1no,"011019Ac2",SpotsMultiSize_blue,11
42,3.8,8.4,EW1no,"011019Ac2",SpotsMultiSize_blue,11
59,7.2,11.4,EW1no,"011019Ac2",SpotsMultiSize_blue,11
82,2.4,10.8,EW1no,"011019Ac2",SpotsMultiSize_blue,11
115,0.666666666666667,16.5,EW1no,"011019Ac2",SpotsMultiSize_blue,11
160,0.333333333333333,18.3333333333333,EW1no,"011019Ac2",SpotsMultiSize_blue,11
224,0,18.4,EW1no,"011019Ac2",SpotsMultiSize_blue,11
314,0.2,17.6,EW1no,"011019Ac2",SpotsMultiSize_blue,11
439,0,12.8,EW1no,"011019Ac2",SpotsMultiSize_blue,11
614,0,16,EW1no,"011019Ac2",SpotsMultiSize_blue,11
858,0,18,EW1no,"011019Ac2",SpotsMultiSize_blue,11
1200,0,16.4,EW1no,"011019Ac2",SpotsMultiSize_blue,11
30,5,9,EW1no,"011019Ac2",SpotsMultiSize_green,12
42,0,0,EW1no,"011019Ac2",SpotsMultiSize_green,12
59,6.5,4.5,EW1no,"011019Ac2",SpotsMultiSize_green,12
82,1,8.5,EW1no,"011019Ac2",SpotsMultiSize_green,12
115,2,0,EW1no,"011019Ac2",SpotsMultiSize_green,12
160,1,12,EW1no,"011019Ac2",SpotsMultiSize_green,12
224,0,10,EW1no,"011019Ac2",SpotsMultiSize_green,12
314,0,12.5,EW1no,"011019Ac2",SpotsMultiSize_green,12
439,1,35,EW1no,"011019Ac2",SpotsMultiSize_green,12
614,0,26,EW1no,"011019Ac2",SpotsMultiSize_green,12
858,3,0,EW1no,"011019Ac2",SpotsMultiSize_green,12
1200,1,1,EW1no,"011019Ac2",SpotsMultiSize_green,12
30,0,4,EW1no,"011019Ac2",SpotsMultiSize_green+uv,13
42,0,5.5,EW1no,"011019Ac2",SpotsMultiSize_green+uv,13
59,2,25,EW1no,"011019Ac2",SpotsMultiSize_green+uv,13
82,0.333333333333333,13,EW1no,"011019Ac2",SpotsMultiSize_green+uv,13
115,2,13,EW1no,"011019Ac2",SpotsMultiSize_green+uv,13
160,0,11.5,EW1no,"011019Ac2",SpotsMultiSize_green+uv,13
224,0,16,EW1no,"011019Ac2",SpotsMultiSize_green+uv,13
314,0,15.5,EW1no,"011019Ac2",SpotsMultiSize_green+uv,13
439,0,9,EW1no,"011019Ac2",SpotsMultiSize_green+uv,13
614,0,8,EW1no,"011019Ac2",SpotsMultiSize_green+uv,13
858,1.5,16.5,EW1no,"011019Ac2",SpotsMultiSize_green+uv,13
1200,2.5,8,EW1no,"011019Ac2",SpotsMultiSize_green+uv,13
30,3,9,EW1no,"011019Ac2",SpotsMultiSize_uv,14
42,1,10.5,EW1no,"011019Ac2",SpotsMultiSize_uv,14
59,1,20,EW1no,"011019Ac2",SpotsMultiSize_uv,14
82,3,15,EW1no,"011019Ac2",SpotsMultiSize_uv,14
115,1,25,EW1no,"011019Ac2",SpotsMultiSize_uv,14
160,1.5,20,EW1no,"011019Ac2",SpotsMultiSize_uv,14
224,0.5,15.5,EW1no,"011019Ac2",SpotsMultiSize_uv,14
314,0,20,EW1no,"011019Ac2",SpotsMultiSize_uv,14
439,0,16,EW1no,"011019Ac2",SpotsMultiSize_uv,14
614,0,24,EW1no,"011019Ac2",SpotsMultiSize_uv,14
858,0,20.5,EW1no,"011019Ac2",SpotsMultiSize_uv,14
1200,0.5,19,EW1no,"011019Ac2",SpotsMultiSize_uv,14
30,0,0,EW1no,"011019Ac22",SpotsMultiSize,15
42,0.333333333333333,0.333333333333333,EW1no,"011019Ac22",SpotsMultiSize,15
59,0,0.666666666666667,EW1no,"011019Ac22",SpotsMultiSize,15
82,0,6,EW1no,"011019Ac22",SpotsMultiSize,15
115,0,15.6666666666667,EW1no,"011019Ac22",SpotsMultiSize,15
160,0,19,EW1no,"011019Ac22",SpotsMultiSize,15
224,0.333333333333333,19.3333333333333,EW1no,"011019Ac22",SpotsMultiSize,15
314,0,15.6666666666667,EW1no,"011019Ac22",SpotsMultiSize,15
439,0,16,EW1no,"011019Ac22",SpotsMultiSize,15
614,0,24,EW1no,"011019Ac22",SpotsMultiSize,15
858,0,26.3333333333333,EW1no,"011019Ac22",SpotsMultiSize,15
1200,0,25.3333333333333,EW1no,"011019Ac22",SpotsMultiSize,15
30,6.5,13.5,EW1no,"012120Ac11",SpotsMultiSize,16
42,10.5,16,EW1no,"012120Ac11",SpotsMultiSize,16
59,7.5,23,EW1no,"012120Ac11",SpotsMultiSize,16
82,1.5,29,EW1no,"012120Ac11",SpotsMultiSize,16
115,1,24,EW1no,"012120Ac11",SpotsMultiSize,16
160,1,30.5,EW1no,"012120Ac11",SpotsMultiSize,16
224,0.333333333333333,36.3333333333333,EW1no,"012120Ac11",SpotsMultiSize,16
314,0.5,37.5,EW1no,"012120Ac11",SpotsMultiSize,16
439,0.5,37.5,EW1no,"012120Ac11",SpotsMultiSize,16
614,1,41.5,EW1no,"012120Ac11",SpotsMultiSize,16
858,0,43,EW1no,"012120Ac11",SpotsMultiSize,16
1200,0.333333333333333,42.3333333333333,EW1no,"012120Ac11",SpotsMultiSize,16
30,17.5,17,EW1no,"012820Ac6",SpotsMultiSize,17
42,16,19.75,EW1no,"012820Ac6",SpotsMultiSize,17
59,18.75,27.25,EW1no,"012820Ac6",SpotsMultiSize,17
82,16,31.75,EW1no,"012820Ac6",SpotsMultiSize,17
115,16.5,44,EW1no,"012820Ac6",SpotsMultiSize,17
160,14.25,55.75,EW1no,"012820Ac6",SpotsMultiSize,17
224,8,48.5,EW1no,"012820Ac6",SpotsMultiSize,17
314,2.5,44.75,EW1no,"012820Ac6",SpotsMultiSize,17
439,2.25,39.75,EW1no,"012820Ac6",SpotsMultiSize,17
614,2.5,40.25,EW1no,"012820Ac6",SpotsMultiSize,17
858,2.75,43.5,EW1no,"012820Ac6",SpotsMultiSize,17
1200,1.75,44.75,EW1no,"012820Ac6",SpotsMultiSize,17
30,20.3333333333333,33,EW1no,"021820Ac12",SpotsMultiSize,18
42,18.3333333333333,37.3333333333333,EW1no,"021820Ac12",SpotsMultiSize,18
59,12.6666666666667,45,EW1no,"021820Ac12",SpotsMultiSize,18
82,4.33333333333333,46.6666666666667,EW1no,"021820Ac12",SpotsMultiSize,18
115,0,49.3333333333333,EW1no,"021820Ac12",SpotsMultiSize,18
160,0.666666666666667,49.3333333333333,EW1no,"021820Ac12",SpotsMultiSize,18
224,0.333333333333333,35,EW1no,"021820Ac12",SpotsMultiSize,18
314,0.333333333333333,31,EW1no,"021820Ac12",SpotsMultiSize,18
439,0.333333333333333,37,EW1no,"021820Ac12",SpotsMultiSize,18
614,0,39.3333333333333,EW1no,"021820Ac12",SpotsMultiSize,18
858,0.666666666666667,35.3333333333333,EW1no,"021820Ac12",SpotsMultiSize,18
1200,3,33.3333333333333,EW1no,"021820Ac12",SpotsMultiSize,18
30,4,37.5,EW1no,"021820Ac13",SpotsMultiSize,19
42,2.33333333333333,37.3333333333333,EW1no,"021820Ac13",SpotsMultiSize,19
59,0,41.5,EW1no,"021820Ac13",SpotsMultiSize,19
82,0,44.5,EW1no,"021820Ac13",SpotsMultiSize,19
115,1,39,EW1no,"021820Ac13",SpotsMultiSize,19
160,0,40.6666666666667,EW1no,"021820Ac13",SpotsMultiSize,19
224,0,36.5,EW1no,"021820Ac13",SpotsMultiSize,19
314,0,33,EW1no,"021820Ac13",SpotsMultiSize,19
439,0,34.5,EW1no,"021820Ac13",SpotsMultiSize,19
614,1,38.5,EW1no,"021820Ac13",SpotsMultiSize,19
858,0,41,EW1no,"021820Ac13",SpotsMultiSize,19
1200,0.5,43.5,EW1no,"021820Ac13",SpotsMultiSize,19
30,14,19.3333333333333,EW1no,"021820Ac4",SpotsMultiSize,110
42,9.33333333333333,23.6666666666667,EW1no,"021820Ac4",SpotsMultiSize,110
59,5.66666666666667,31.6666666666667,EW1no,"021820Ac4",SpotsMultiSize,110
82,0.666666666666667,36.6666666666667,EW1no,"021820Ac4",SpotsMultiSize,110
115,0.666666666666667,34,EW1no,"021820Ac4",SpotsMultiSize,110
160,0,25.6666666666667,EW1no,"021820Ac4",SpotsMultiSize,110
224,0.666666666666667,16,EW1no,"021820Ac4",SpotsMultiSize,110
314,1,17.3333333333333,EW1no,"021820Ac4",SpotsMultiSize,110
439,0,23,EW1no,"021820Ac4",SpotsMultiSize,110
614,0.333333333333333,28.6666666666667,EW1no,"021820Ac4",SpotsMultiSize,110
858,0.666666666666667,31,EW1no,"021820Ac4",SpotsMultiSize,110
1200,0.666666666666667,35.6666666666667,EW1no,"021820Ac4",SpotsMultiSize,110
30,10,16.5,EW1no,"041619Bc26",SpotsMultiSize,111
42,9.5,17,EW1no,"041619Bc26",SpotsMultiSize,111
59,3,21,EW1no,"041619Bc26",SpotsMultiSize,111
82,1,35,EW1no,"041619Bc26",SpotsMultiSize,111
115,0,36.5,EW1no,"041619Bc26",SpotsMultiSize,111
160,1,41,EW1no,"041619Bc26",SpotsMultiSize,111
224,1,29,EW1no,"041619Bc26",SpotsMultiSize,111
314,0,21,EW1no,"041619Bc26",SpotsMultiSize,111
439,0.5,24.5,EW1no,"041619Bc26",SpotsMultiSize,111
614,1,25.5,EW1no,"041619Bc26",SpotsMultiSize,111
858,0.5,33.5,EW1no,"041619Bc26",SpotsMultiSize,111
1200,1,38.5,EW1no,"041619Bc26",SpotsMultiSize,111
30,4,3.5,EW1no,"041619Bc32",SpotsMultiSize,112
42,4,5.5,EW1no,"041619Bc32",SpotsMultiSize,112
59,3,10,EW1no,"041619Bc32",SpotsMultiSize,112
82,3,13.5,EW1no,"041619Bc32",SpotsMultiSize,112
115,4,21,EW1no,"041619Bc32",SpotsMultiSize,112
160,4,23,EW1no,"041619Bc32",SpotsMultiSize,112
224,0,20.5,EW1no,"041619Bc32",SpotsMultiSize,112
314,0.5,30.5,EW1no,"041619Bc32",SpotsMultiSize,112
439,0,27.5,EW1no,"041619Bc32",SpotsMultiSize,112
614,0,21,EW1no,"041619Bc32",SpotsMultiSize,112
858,0,26,EW1no,"041619Bc32",SpotsMultiSize,112
1200,0,24.5,EW1no,"041619Bc32",SpotsMultiSize,112
30,8.5,29.5,EW1no,"050919Ac20",SpotsMultiSize,113
39,10,32.5,EW1no,"050919Ac20",SpotsMultiSize,113
52,4.5,39.5,EW1no,"050919Ac20",SpotsMultiSize,113
68,2.5,48,EW1no,"050919Ac20",SpotsMultiSize,113
89,4,37,EW1no,"050919Ac20",SpotsMultiSize,113
117,0.5,38,EW1no,"050919Ac20",SpotsMultiSize,113
154,0,39,EW1no,"050919Ac20",SpotsMultiSize,113
202,0.5,26,EW1no,"050919Ac20",SpotsMultiSize,113
265,0,19,EW1no,"050919Ac20",SpotsMultiSize,113
348,0.5,31,EW1no,"050919Ac20",SpotsMultiSize,113
457,0,34,EW1no,"050919Ac20",SpotsMultiSize,113
600,0,38.5,EW1no,"050919Ac20",SpotsMultiSize,113
30,13.5,16,EW1no,"081619Ac17",SpotsMultiSize,114
42,1.5,22,EW1no,"081619Ac17",SpotsMultiSize,114
59,0.5,19,EW1no,"081619Ac17",SpotsMultiSize,114
82,0,39.5,EW1no,"081619Ac17",SpotsMultiSize,114
115,0,44,EW1no,"081619Ac17",SpotsMultiSize,114
160,0,47.5,EW1no,"081619Ac17",SpotsMultiSize,114
224,0,36,EW1no,"081619Ac17",SpotsMultiSize,114
314,0.5,35,EW1no,"081619Ac17",SpotsMultiSize,114
439,0.5,29.5,EW1no,"081619Ac17",SpotsMultiSize,114
614,1,20.5,EW1no,"081619Ac17",SpotsMultiSize,114
858,0,25.3333333333333,EW1no,"081619Ac17",SpotsMultiSize,114
1200,2,38.5,EW1no,"081619Ac17",SpotsMultiSize,114
30,14,18,EW1no,"081619Ac29",SpotsMultiSize,115
42,11,15.5,EW1no,"081619Ac29",SpotsMultiSize,115
59,8.5,24,EW1no,"081619Ac29",SpotsMultiSize,115
82,4.66666666666667,37,EW1no,"081619Ac29",SpotsMultiSize,115
115,0.5,39.5,EW1no,"081619Ac29",SpotsMultiSize,115
160,0,39.5,EW1no,"081619Ac29",SpotsMultiSize,115
224,0,37.5,EW1no,"081619Ac29",SpotsMultiSize,115
314,0,28,EW1no,"081619Ac29",SpotsMultiSize,115
439,0,26.6666666666667,EW1no,"081619Ac29",SpotsMultiSize,115
614,0.333333333333333,22.3333333333333,EW1no,"081619Ac29",SpotsMultiSize,115
858,0,18.5,EW1no,"081619Ac29",SpotsMultiSize,115
1200,0,20,EW1no,"081619Ac29",SpotsMultiSize,115
50,6.5,28.5,EW1no,"083118Bc1",SpotsMultiSize_FromDark,116
63,1.5,25,EW1no,"083118Bc1",SpotsMultiSize_FromDark,116
79,2,32.5,EW1no,"083118Bc1",SpotsMultiSize_FromDark,116
99,2.5,29,EW1no,"083118Bc1",SpotsMultiSize_FromDark,116
124,1,44.5,EW1no,"083118Bc1",SpotsMultiSize_FromDark,116
156,1,38.5,EW1no,"083118Bc1",SpotsMultiSize_FromDark,116
195,1,38.5,EW1no,"083118Bc1",SpotsMultiSize_FromDark,116
245,0.5,35.5,EW1no,"083118Bc1",SpotsMultiSize_FromDark,116
307,1,38.5,EW1no,"083118Bc1",SpotsMultiSize_FromDark,116
386,1.5,32,EW1no,"083118Bc1",SpotsMultiSize_FromDark,116
484,2,34,EW1no,"083118Bc1",SpotsMultiSize_FromDark,116
607,1,36.5,EW1no,"083118Bc1",SpotsMultiSize_FromDark,116
762,1,32.5,EW1no,"083118Bc1",SpotsMultiSize_FromDark,116
956,1,37,EW1no,"083118Bc1",SpotsMultiSize_FromDark,116
1200,2,33.5,EW1no,"083118Bc1",SpotsMultiSize_FromDark,116
50,9,0.5,EW1no,"083118Bc1",SpotsMultiSize_FromMean,117
63,18.5,1,EW1no,"083118Bc1",SpotsMultiSize_FromMean,117
79,12,0,EW1no,"083118Bc1",SpotsMultiSize_FromMean,117
99,13,1,EW1no,"083118Bc1",SpotsMultiSize_FromMean,117
124,29.5,0.5,EW1no,"083118Bc1",SpotsMultiSize_FromMean,117
156,29.5,0.5,EW1no,"083118Bc1",SpotsMultiSize_FromMean,117
195,31.5,0,EW1no,"083118Bc1",SpotsMultiSize_FromMean,117
245,23,0,EW1no,"083118Bc1",SpotsMultiSize_FromMean,117
307,28,1,EW1no,"083118Bc1",SpotsMultiSize_FromMean,117
386,31.5,1,EW1no,"083118Bc1",SpotsMultiSize_FromMean,117
484,31,1,EW1no,"083118Bc1",SpotsMultiSize_FromMean,117
607,38,1,EW1no,"083118Bc1",SpotsMultiSize_FromMean,117
762,29,0.5,EW1no,"083118Bc1",SpotsMultiSize_FromMean,117
956,30.5,0.5,EW1no,"083118Bc1",SpotsMultiSize_FromMean,117
1200,20.5,0,EW1no,"083118Bc1",SpotsMultiSize_FromMean,117
50,0.333333333333333,11,EW1no,"102418Ac21",SpotsMultiSize_ca,118
67,3.33333333333333,11.3333333333333,EW1no,"102418Ac21",SpotsMultiSize_ca,118
89,6.66666666666667,21.3333333333333,EW1no,"102418Ac21",SpotsMultiSize_ca,118
119,1,39,EW1no,"102418Ac21",SpotsMultiSize_ca,118
159,0,47.6666666666667,EW1no,"102418Ac21",SpotsMultiSize_ca,118
212,0.333333333333333,26,EW1no,"102418Ac21",SpotsMultiSize_ca,118
283,0.333333333333333,26.3333333333333,EW1no,"102418Ac21",SpotsMultiSize_ca,118
378,0,24,EW1no,"102418Ac21",SpotsMultiSize_ca,118
504,0.666666666666667,20.6666666666667,EW1no,"102418Ac21",SpotsMultiSize_ca,118
673,0.333333333333333,20,EW1no,"102418Ac21",SpotsMultiSize_ca,118
899,0.666666666666667,22.6666666666667,EW1no,"102418Ac21",SpotsMultiSize_ca,118
1200,1.66666666666667,29.6666666666667,EW1no,"102418Ac21",SpotsMultiSize_ca,118
30,41.5,45,EW3o,"012820Ac3",SpotsMultiSize,21
42,40.5,48,EW3o,"012820Ac3",SpotsMultiSize,21
59,39.5,51,EW3o,"012820Ac3",SpotsMultiSize,21
82,28,53.5,EW3o,"012820Ac3",SpotsMultiSize,21
115,24,57.5,EW3o,"012820Ac3",SpotsMultiSize,21
160,15.5,65.5,EW3o,"012820Ac3",SpotsMultiSize,21
224,1.5,69.5,EW3o,"012820Ac3",SpotsMultiSize,21
314,1,72.5,EW3o,"012820Ac3",SpotsMultiSize,21
439,0.5,77.5,EW3o,"012820Ac3",SpotsMultiSize,21
614,1,81.5,EW3o,"012820Ac3",SpotsMultiSize,21
858,0,89.5,EW3o,"012820Ac3",SpotsMultiSize,21
1200,0.5,88,EW3o,"012820Ac3",SpotsMultiSize,21
30,5.66666666666667,6.66666666666667,EW3o,"020620Ac9",SpotsMultiSize,22
42,6,5.66666666666667,EW3o,"020620Ac9",SpotsMultiSize,22
59,3,7.33333333333333,EW3o,"020620Ac9",SpotsMultiSize,22
82,5,8.33333333333333,EW3o,"020620Ac9",SpotsMultiSize,22
115,2.66666666666667,10,EW3o,"020620Ac9",SpotsMultiSize,22
160,2.66666666666667,21,EW3o,"020620Ac9",SpotsMultiSize,22
224,0,24.3333333333333,EW3o,"020620Ac9",SpotsMultiSize,22
314,0,37.3333333333333,EW3o,"020620Ac9",SpotsMultiSize,22
439,0,46,EW3o,"020620Ac9",SpotsMultiSize,22
614,3,43.3333333333333,EW3o,"020620Ac9",SpotsMultiSize,22
858,5,44,EW3o,"020620Ac9",SpotsMultiSize,22
1200,8.33333333333333,40.3333333333333,EW3o,"020620Ac9",SpotsMultiSize,22
30,13.6666666666667,23,EW3o,"042519Bc10",SpotsMultiSize,23
42,8.66666666666667,25.3333333333333,EW3o,"042519Bc10",SpotsMultiSize,23
59,4.66666666666667,35.6666666666667,EW3o,"042519Bc10",SpotsMultiSize,23
82,1,36.6666666666667,EW3o,"042519Bc10",SpotsMultiSize,23
115,1,40.3333333333333,EW3o,"042519Bc10",SpotsMultiSize,23
160,0.666666666666667,44.6666666666667,EW3o,"042519Bc10",SpotsMultiSize,23
224,0,50,EW3o,"042519Bc10",SpotsMultiSize,23
314,0.333333333333333,56.3333333333333,EW3o,"042519Bc10",SpotsMultiSize,23
439,0,52.3333333333333,EW3o,"042519Bc10",SpotsMultiSize,23
614,0,43.3333333333333,EW3o,"042519Bc10",SpotsMultiSize,23
858,0,38.6666666666667,EW3o,"042519Bc10",SpotsMultiSize,23
1200,0.333333333333333,35.3333333333333,EW3o,"042519Bc10",SpotsMultiSize,23
30,52.3333333333333,48,EW3o,"070919Ac16",SpotsMultiSize,24
42,38.3333333333333,40.6666666666667,EW3o,"070919Ac16",SpotsMultiSize,24
59,39.6666666666667,46.6666666666667,EW3o,"070919Ac16",SpotsMultiSize,24
82,25.3333333333333,52,EW3o,"070919Ac16",SpotsMultiSize,24
115,16.3333333333333,50.3333333333333,EW3o,"070919Ac16",SpotsMultiSize,24
160,10.3333333333333,50.6666666666667,EW3o,"070919Ac16",SpotsMultiSize,24
224,2.66666666666667,55.6666666666667,EW3o,"070919Ac16",SpotsMultiSize,24
314,2.66666666666667,57.3333333333333,EW3o,"070919Ac16",SpotsMultiSize,24
439,1.66666666666667,53.3333333333333,EW3o,"070919Ac16",SpotsMultiSize,24
614,2.66666666666667,54,EW3o,"070919Ac16",SpotsMultiSize,24
858,4.66666666666667,50,EW3o,"070919Ac16",SpotsMultiSize,24
1200,5.33333333333333,47.3333333333333,EW3o,"070919Ac16",SpotsMultiSize,24
30,10.5,18.5,EW3o,"081919Bc12",SpotsMultiSize,25
42,10,15,EW3o,"081919Bc12",SpotsMultiSize,25
59,4.5,23,EW3o,"081919Bc12",SpotsMultiSize,25
82,0.5,23.5,EW3o,"081919Bc12",SpotsMultiSize,25
115,1,27,EW3o,"081919Bc12",SpotsMultiSize,25
160,0.5,31.5,EW3o,"081919Bc12",SpotsMultiSize,25
224,1.5,42,EW3o,"081919Bc12",SpotsMultiSize,25
314,0,45.5,EW3o,"081919Bc12",SpotsMultiSize,25
439,0,40.5,EW3o,"081919Bc12",SpotsMultiSize,25
614,1,55,EW3o,"081919Bc12",SpotsMultiSize,25
858,3.5,54,EW3o,"081919Bc12",SpotsMultiSize,25
1200,5.5,47,EW3o,"081919Bc12",SpotsMultiSize,25
10,9,8,EW3o,"091715Ac4",SpotsMultiSize,26
73,8.33333333333333,23.6666666666667,EW3o,"091715Ac4",SpotsMultiSize,26
135,2.66666666666667,40,EW3o,"091715Ac4",SpotsMultiSize,26
198,0,37.6666666666667,EW3o,"091715Ac4",SpotsMultiSize,26
261,0.666666666666667,38,EW3o,"091715Ac4",SpotsMultiSize,26
323,1,40.3333333333333,EW3o,"091715Ac4",SpotsMultiSize,26
386,0.666666666666667,37.3333333333333,EW3o,"091715Ac4",SpotsMultiSize,26
448,0.666666666666667,40.3333333333333,EW3o,"091715Ac4",SpotsMultiSize,26
511,0.666666666666667,39.6666666666667,EW3o,"091715Ac4",SpotsMultiSize,26
574,0,36.6666666666667,EW3o,"091715Ac4",SpotsMultiSize,26
636,0,37,EW3o,"091715Ac4",SpotsMultiSize,26
699,0,38,EW3o,"091715Ac4",SpotsMultiSize,26
762,0.333333333333333,36.3333333333333,EW3o,"091715Ac4",SpotsMultiSize,26
824,0,39,EW3o,"091715Ac4",SpotsMultiSize,26
887,0.666666666666667,35.6666666666667,EW3o,"091715Ac4",SpotsMultiSize,26
949,0.333333333333333,33.6666666666667,EW3o,"091715Ac4",SpotsMultiSize,26
1012,0.333333333333333,34.6666666666667,EW3o,"091715Ac4",SpotsMultiSize,26
1075,0.333333333333333,38,EW3o,"091715Ac4",SpotsMultiSize,26
1137,1,35.3333333333333,EW3o,"091715Ac4",SpotsMultiSize,26
1200,1.66666666666667,33.3333333333333,EW3o,"091715Ac4",SpotsMultiSize,26
10,14.5,15.75,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
73,4.25,49,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
135,4.5,56.5,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
198,0.25,50.25,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
261,0.5,46.75,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
323,0.5,46.5,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
386,0.75,57,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
448,0.75,58,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
511,0.25,59.25,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
574,0.5,59,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
636,0.5,57.75,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
699,0.5,58.5,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
762,0.5,61.5,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
824,0.5,57.25,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
887,1.5,55.25,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
949,0.5,56.75,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
1012,3.5,52.25,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
1075,4.75,51.75,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
1137,4,49.75,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
1200,7.25,45.75,EW3o,"112614Ac4",SpotsMultiSize_fromDark,27
10,19.25,15.5,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
73,23.75,11,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
135,44.25,10.75,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
198,65,4.5,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
261,76,0.5,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
323,82.5,0.75,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
386,85.5,1,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
448,89.75,2.5,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
511,84.25,0.75,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
574,81,1,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
636,72.75,2.25,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
699,70.5,4,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
762,68.75,3.75,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
824,64.25,7.25,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
887,63.5,9.25,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
949,65.25,6.5,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
1012,63.25,9.75,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
1075,54.5,9.25,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
1137,49.75,11.25,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
1200,52,13.5,EW3o,"112614Ac4",SpotsMultiSize_fromMean_darkSpots,28
10,3.75,7,EW3o,"120214Ac8",SpotsMultiSize,29
73,0,30.75,EW3o,"120214Ac8",SpotsMultiSize,29
135,0.25,48,EW3o,"120214Ac8",SpotsMultiSize,29
198,0,52.5,EW3o,"120214Ac8",SpotsMultiSize,29
261,0.25,52.75,EW3o,"120214Ac8",SpotsMultiSize,29
323,0,55.75,EW3o,"120214Ac8",SpotsMultiSize,29
386,0.25,57,EW3o,"120214Ac8",SpotsMultiSize,29
448,0.25,56.5,EW3o,"120214Ac8",SpotsMultiSize,29
511,0,59,EW3o,"120214Ac8",SpotsMultiSize,29
574,0.25,59.25,EW3o,"120214Ac8",SpotsMultiSize,29
636,0.25,58,EW3o,"120214Ac8",SpotsMultiSize,29
699,0.25,59.75,EW3o,"120214Ac8",SpotsMultiSize,29
762,0.25,58.5,EW3o,"120214Ac8",SpotsMultiSize,29
824,0.75,60,EW3o,"120214Ac8",SpotsMultiSize,29
887,0,58.25,EW3o,"120214Ac8",SpotsMultiSize,29
949,0.25,57,EW3o,"120214Ac8",SpotsMultiSize,29
1012,0.5,57.5,EW3o,"120214Ac8",SpotsMultiSize,29
1075,0,57.25,EW3o,"120214Ac8",SpotsMultiSize,29
1137,0,57.5,EW3o,"120214Ac8",SpotsMultiSize,29
1200,0.75,58.25,EW3o,"120214Ac8",SpotsMultiSize,29
30,0,0,F-mini OFF,"010418Ac3",SpotsMultiSize ca,31
42,0,0,F-mini OFF,"010418Ac3",SpotsMultiSize ca,31
59,0,0,F-mini OFF,"010418Ac3",SpotsMultiSize ca,31
82,0,0,F-mini OFF,"010418Ac3",SpotsMultiSize ca,31
115,0,3,F-mini OFF,"010418Ac3",SpotsMultiSize ca,31
160,0,11,F-mini OFF,"010418Ac3",SpotsMultiSize ca,31
224,0,8,F-mini OFF,"010418Ac3",SpotsMultiSize ca,31
314,0,0.5,F-mini OFF,"010418Ac3",SpotsMultiSize ca,31
439,0,0,F-mini OFF,"010418Ac3",SpotsMultiSize ca,31
614,0,0,F-mini OFF,"010418Ac3",SpotsMultiSize ca,31
858,2.5,0,F-mini OFF,"010418Ac3",SpotsMultiSize ca,31
1200,2.5,0,F-mini OFF,"010418Ac3",SpotsMultiSize ca,31
30,0,0,F-mini OFF,"011817Ac12",SpotsMultiSize,32
42,0,0,F-mini OFF,"011817Ac12",SpotsMultiSize,32
59,0,0.666666666666667,F-mini OFF,"011817Ac12",SpotsMultiSize,32
82,0,0.333333333333333,F-mini OFF,"011817Ac12",SpotsMultiSize,32
115,0,4.33333333333333,F-mini OFF,"011817Ac12",SpotsMultiSize,32
